min1800	t2m	rh	padavine	veter_hitrost
111797280	17.9	94	0	1
111797310	17.9	93	0	0.2
111797340	17.8	93	0	0.2
111797370	17.7	93	0	0.6
111797400	17.6	93	0	0.5
111797430	17.3	94	0	0.9
111797460	17.2	94	0	0
111797490	17.3	94	0	0.1
111797520	17.1	95	0	0.9
111797550	17	95	0	0.3
111797580	17.1	95	0	0.1
111797610	17.2	94	0	0.1
111797640	17.3	94	0	0.3
111797670	17.4	94	0	0.7
111797700	17.6	93	0	0.5
111797730	17.8	92	0	0.1
111797760	18.2	90	0	0.2
111797790	18.4	90	0	0.8
111797820	18.8	88	0	0.1
111797850	19.3	84	0	0.1
111797880	19.9	82	0	0.7
111797910	20.5	80	0	0.7
111797940	20.9	77	0	0.7
111797970	21.4	76	0	1
111798000	22.1	72	0	1.1
111798030	22.6	68	0	1.2
111798060	22.7	66	0	1.6
111798090	23	66	0	1.1
111798120	23.7	61	0	0.7
111798150	24	62	0	1.9
111798180	24	64	0	1.8
111798210	23.7	67	0	2.6
111798240	23.6	68	0	1.2
111798270	23.6	66	0	1
111798300	23.5	66	0	0.8
111798330	23.2	67	0	0.9
111798360	23	68	0	0.6
111798390	22.9	69	0	0.9
111798420	22.8	71	0	0.4
111798450	22.5	72	0	0.8
111798480	21.9	76	0	0.6
111798510	21.2	80	0	0.4
111798540	20.6	84	0	0.1
111798570	20.1	87	0	0.5
111798600	19.6	88	0	0.4
111798630	19.1	90	0	0.2
111798660	18.9	90	0	0.3
111798690	18.6	91	0	0.1
