min1800	t2m	rh	padavine	veter_hitrost
111548160	-7.6	41	0	3.9
111548190	-7.8	43	0	3.3
111548220	-7.8	44	0	2.8
111548250	-7.7	44	0	3
111548280	-7.6	44	0	2.4
111548310	-7.6	44	0	2.7
111548340	-7.6	42	0	3.3
111548370	-7.6	40	0	4.1
111548400	-7.6	40	0	4.7
111548430	-7.6	40	0	4.7
111548460	-7.7	40	0	4.2
111548490	-7.8	40	0	5.4
111548520	-7.9	41	0	5.2
111548550	-8	42	0	5.9
111548580	-8.1	43	0	4.8
111548610	-8.1	43	0	4.7
111548640	-8.1	43	0	4.9
111548670	-8.1	43	0	5.6
111548700	-8.2	45	0	6.6
111548730	-8.3	49	0	6.3
111548760	-8.4	52	0	6.4
111548790	-8.3	52	0	5
111548820	-8	50	0	5.6
111548850	-7.9	51	0	5
111548880	-7.9	51	0	4.6
111548910	-7.8	52	0	4.6
111548940	-7.7	51	0	3.8
111548970	-7.5	48	0	4.9
111549000	-7.2	46	0	5.4
111549030	-7	45	0	5.3
111549060	-7	45	0	5.2
111549090	-7.1	46	0	5.1
111549120	-7.2	47	0	5.1
111549150	-7.3	48	0	4.9
111549180	-7.4	48	0	4.6
111549210	-7.5	48	0	4.6
111549240	-7.5	47	0	4.6
111549270	-7.5	47	0	4.1
111549300	-7.4	46	0	4.5
111549330	-7.3	44	0	4.4
111549360	-7.2	42	0	3.9
111549390	-7.1	40	0	4.1
111549420	-7.1	38	0	4.1
111549450	-7.1	37	0	4.5
111549480	-7.1	37	0	4.8
111549510	-7.2	37	0	5.5
111549540	-7.5	38	0	4.5
111549570	-7.7	38	0	4.3
