min1800	t2m	rh	padavine	veter_hitrost
111638880	11.5	90	1.5	1.8
111638910	11.3	90	0	2
111638940	11.2	91	0	2.6
111638970	11.1	92	1	1.6
111639000	11	93	1.6	1
111639030	11	94	0	0.5
111639060	11.1	94	0	0.7
111639090	11.1	94	0	1.2
111639120	11	94	0	1.2
111639150	10.9	94	0	0.5
111639180	10.9	94	0	0.3
111639210	10.9	94	0	0.3
111639240	11	94	0	0.5
111639270	11.1	94	0	0.7
111639300	11.2	94	0	0.8
111639330	11.4	93	0	0.7
111639360	11.5	93	0	0.9
111639390	11.5	93	0	1.3
111639420	11.7	91	0.5	0.7
111639450	12.2	89	0.2	0.4
111639480	12.5	84	0	1
111639510	12.6	84	0.1	0.6
111639540	13.2	83	0	0.6
111639570	13.6	82	0	0.8
111639600	14.1	80	0	0.5
111639630	14.5	78	0	1.4
111639660	13.6	83	0.3	1.2
111639690	13.8	85	0.5	0.9
111639720	15	81	0	1.8
111639750	16.2	72	0	2.4
111639780	16.5	66	0	2.5
111639810	17.4	60	0	2.9
111639840	17.1	56	0	4.3
111639870	17.6	53	0	5.1
111639900	17.5	53	0	5.2
111639930	16.9	54	0	4.6
111639960	16.1	56	0	4
111639990	15.2	57	0	3.6
111640020	14.5	61	0	1.9
111640050	14.2	63	0	1.6
111640080	13.9	66	0	1.4
111640110	13.7	68	0	2.5
111640140	13.7	69	0	2.4
111640170	13.1	75	1.4	1.9
111640200	12.1	86	2.6	2.9
111640230	11.3	91	2.1	3.3
111640260	10.7	92	1.2	2.2
111640290	10.6	92	0.5	1.2
