min1800	t2m	rh	padavine	veter_hitrost
111862080	14.2	84	0	0.3
111862110	13.7	87	0	0.4
111862140	13.3	87	0	0.3
111862170	12.9	89	0	0.2
111862200	12.6	91	0	0.3
111862230	12.4	92	0	0.2
111862260	12.2	92	0	0.3
111862290	12	93	0	0.2
111862320	11.7	94	0	0.3
111862350	11.5	94	0	0.2
111862380	11.2	94	0	0.3
111862410	10.9	94	0	0.7
111862440	10.6	95	0	0.5
111862470	10.7	96	0	0.6
111862500	10.8	96	0	0.8
111862530	11.4	96	0	0.8
111862560	12.6	91	0	0.9
111862590	14.1	85	0	1.1
111862620	15.4	80	0	1.5
111862650	16.2	78	0	1.4
111862680	17.8	70	0	0.9
111862710	19.4	65	0	1.1
111862740	20.4	60	0	1
111862770	21.8	56	0	1
111862800	22.7	54	0	1.4
111862830	23.6	49	0	1.6
111862860	24.6	44	0	1.9
111862890	25	40	0	2
111862920	25.5	36	0	1.5
111862950	25.6	36	0	1.9
111862980	25.6	36	0	1.5
111863010	25.8	36	0	1.6
111863040	26.1	37	0	1.5
111863070	25.7	38	0	1.5
111863100	25.5	38	0	1.4
111863130	24.9	40	0	1.3
111863160	24	42	0	1.3
111863190	22.9	44	0	0.9
111863220	21.4	49	0	0.5
111863250	20.3	58	0	0.7
111863280	19.3	64	0	0.7
111863310	18.6	66	0	0.5
111863340	18	69	0	0.7
111863370	17.4	72	0	0.7
111863400	16.7	75	0	0.5
111863430	16.2	78	0	0.1
111863460	15.8	83	0	0.2
111863490	15.4	85	0	0.2
