min1800	t2m	rh	padavine	veter_hitrost
111895200	15	89	0.1	1.3
111895230	15	90	0	1
111895260	15	90	0	1.1
111895290	14.9	90	0	1.4
111895320	14.7	91	0	1.3
111895350	14.7	91	0	1.4
111895380	14.7	90	0	1.3
111895410	14.7	90	0	0.6
111895440	14.8	90	0	1.3
111895470	14.8	89	0	0.9
111895500	14.9	90	0	0.8
111895530	14.9	90	0	0.6
111895560	14.8	91	0.3	0.7
111895590	14.6	93	1.2	0.9
111895620	14.5	93	0	0.9
111895650	14.6	93	0	0.6
111895680	14.9	91	0	0.7
111895710	15.6	88	0	0.7
111895740	16.4	83	0	0.7
111895770	16.7	81	0	0.7
111895800	16.8	79	0	0.7
111895830	17.3	77	0	0.4
111895860	18.8	71	0	0.9
111895890	19.5	69	0	1.5
111895920	20	68	0	1.1
111895950	20.4	66	0	1.3
111895980	21	64	0	1.1
111896010	21.7	63	0	1.1
111896040	22.3	61	0	1.3
111896070	22.8	60	0	1.1
111896100	23.1	59	0	1.4
111896130	23	59	0	1.4
111896160	23	58	0	0.9
111896190	22.2	62	0	1
111896220	21.4	68	0	1.3
111896250	20.5	73	0	1.4
111896280	19.8	75	0	1
111896310	19.3	78	0	1.1
111896340	18.7	81	0	0.7
111896370	18.3	85	0	1.6
111896400	17.7	88	0	0.9
111896430	17.3	89	0	1.4
111896460	16.9	90	0	0.8
111896490	16.5	92	0	0.7
111896520	16.3	93	0	0.3
111896550	16.2	94	0	0.6
111896580	16.1	93	0	0.7
111896610	15.9	94	0	1.1
