min1800	t2m	rh	padavine	veter_hitrost
111601440	3.5	52	0	1.1
111601470	2.8	55	0	0.8
111601500	2.3	57	0	0.8
111601530	1.9	59	0	1
111601560	1.5	61	0	0.9
111601590	1.2	62	0	0.4
111601620	1	63	0	0.7
111601650	0.5	66	0	0.5
111601680	0.2	67	0	1.1
111601710	-0.1	69	0	0.6
111601740	0.1	69	0	0.8
111601770	0	69	0	0.5
111601800	-0.4	70	0	1
111601830	-0.6	71	0	0.9
111601860	-1	73	0	0.9
111601890	-0.7	72	0	1
111601920	0.6	67	0	0.7
111601950	1.9	63	0	0.8
111601980	3.2	58	0	0.9
111602010	3.8	54	0	0.5
111602040	4.4	53	0	1
111602070	5.4	51	0	0.9
111602100	7.1	43	0	0.9
111602130	8.2	40	0	1.3
111602160	9.2	38	0	1
111602190	10.7	36	0	0.8
111602220	11.7	34	0	0.9
111602250	13.2	32	0	1.1
111602280	14.3	30	0	1.7
111602310	14.1	31	0	1.6
111602340	14.2	31	0	1.6
111602370	14.7	31	0	1.5
111602400	15.1	30	0	1.4
111602430	15.3	30	0	1.1
111602460	15	31	0	1.3
111602490	13.6	34	0	2.5
111602520	12.7	36	0	2
111602550	11.9	38	0	2.1
111602580	11.3	40	0	1.6
111602610	10.7	41	0	1.2
111602640	10.4	42	0	1.5
111602670	10.2	43	0	1.9
111602700	9.8	45	0	1.2
111602730	9.4	46	0	0.7
111602760	9	48	0	1.7
111602790	8.8	49	0	1.7
111602820	8.4	51	0	1
111602850	8.3	51	0	2
