min1800	t2m	rh	padavine	veter_hitrost
111957120	11.2	94	0	2.4
111957150	11.1	92	0	2.3
111957180	11.1	91	0	1.8
111957210	11	91	0	1.5
111957240	10.9	90	0	1.2
111957270	10.9	90	0	0.8
111957300	10.9	91	0.1	0.9
111957330	10.6	93	0.5	0.8
111957360	10.4	95	0	0.5
111957390	10.4	95	0	0.5
111957420	10.4	94	0	0.3
111957450	10.4	95	0	0.4
111957480	10.2	96	0	0.5
111957510	10.2	96	0	0.4
111957540	10.2	96	0.1	0.4
111957570	10.2	96	0	0.4
111957600	10.2	97	0.2	0.3
111957630	10.3	96	0.1	0.8
111957660	10.4	96	0.1	1.4
111957690	10.5	94	0	0.9
111957720	10.8	92	0	1
111957750	11.1	90	0	1.2
111957780	11.5	89	0	1.1
111957810	11.7	86	0	1.3
111957840	11.8	86	0	1.8
111957870	11.7	84	0	2.1
111957900	11.9	83	0	1.4
111957930	11.9	82	0	1.3
111957960	12	80	0	1.5
111957990	12.1	79	0	1.5
111958020	12	79	0	1.6
111958050	12	79	0	1.4
111958080	11.9	79	0	0.8
111958110	11.7	80	0	1
111958140	11.4	82	0	0.8
111958170	11	84	0	0.8
111958200	10.8	85	0	0.5
111958230	10.8	85	0	0.7
111958260	10.8	84	0	0.5
111958290	10.7	83	0	0.4
111958320	10.5	83	0	0.4
111958350	10.5	82	0	0.3
111958380	10.5	83	0	0.7
111958410	10.4	82	0	0.6
111958440	10.2	83	0	0.6
111958470	10.1	83	0	0.4
111958500	9.9	84	0	0.3
111958530	9.9	82	0	0.4
