min1800	t2m	rh	padavine	veter_hitrost
111627360	11.3	60	0	0.9
111627390	10.9	62	0	0.7
111627420	10.3	64	0	0.3
111627450	9.9	66	0	0.7
111627480	9.2	70	0	0.4
111627510	8.7	72	0	0.3
111627540	8.5	73	0	0.3
111627570	8	75	0	0.5
111627600	7.4	75	0	0.8
111627630	6.9	77	0	0.5
111627660	6.8	78	0	0.3
111627690	6.6	79	0	0.4
111627720	6.5	80	0	0.6
111627750	6.3	81	0	0.6
111627780	6.7	79	0	0.9
111627810	7.6	75	0	1.1
111627840	8.6	71	0	0.6
111627870	9.7	66	0	0.4
111627900	11.4	62	0	1.2
111627930	12.6	58	0	1.4
111627960	14.4	51	0	0.8
111627990	16.2	45	0	0.9
111628020	18.2	40	0	1.1
111628050	19.5	37	0	0.9
111628080	20.3	35	0	1.9
111628110	20.2	35	0	1.9
111628140	20.6	35	0	2.5
111628170	20.9	34	0	1.9
111628200	21.1	32	0	1.3
111628230	21.3	30	0	1.5
111628260	21.1	30	0	1.4
111628290	21.1	31	0	1.8
111628320	21.1	31	0	1.3
111628350	21.4	30	0	2.3
111628380	21.2	31	0	4.2
111628410	20.4	33	0	3.7
111628440	19.8	34	0	3
111628470	19.2	34	0	3.9
111628500	18.6	34	0	4.8
111628530	17.9	36	0	4.5
111628560	17.2	39	0	3.9
111628590	16.7	40	0	2.8
111628620	16.2	41	0	2.1
111628650	15.5	42	0	2.6
111628680	15.4	41	0	2.1
111628710	15	42	0	2
111628740	14.8	42	0	1.4
111628770	14.4	43	0	1.4
