min1800	t2m	rh	padavine	veter_hitrost
111644640	2.4	70	0	0.4
111644670	2.2	71	0	0.3
111644700	1.9	74	0	0.5
111644730	1.7	76	0	0.7
111644760	1.1	78	0	0.9
111644790	0.7	79	0	0.4
111644820	0.5	80	0	0.6
111644850	0.3	82	0	0.8
111644880	0.1	83	0	0.4
111644910	0	84	0	0.7
111644940	-0.3	83	0	0.9
111644970	-0.4	84	0	0.7
111645000	-0.1	83	0	0.7
111645030	0.4	81	0	0.8
111645060	0.9	78	0	0.7
111645090	1.9	75	0	0.9
111645120	2.9	72	0	1.2
111645150	3.8	69	0	0.8
111645180	5.2	64	0	0.8
111645210	6.1	60	0	1.3
111645240	7.3	56	0	1.1
111645270	8.5	50	0	2
111645300	9.7	45	0	1.6
111645330	11.5	35	0	1.6
111645360	13.1	32	0	2.7
111645390	13.8	32	0	3
111645420	14.9	30	0	3.2
111645450	15.5	29	0	4.1
111645480	15.5	29	0	4.3
111645510	15	29	0	3.8
111645540	15.5	30	0	4.6
111645570	15	31	0	3.5
111645600	14.5	33	0	3.4
111645630	15.3	33	0	4.3
111645660	14.6	34	0	5.3
111645690	14	33	0	5.3
111645720	12.9	35	0	3.8
111645750	12.1	37	0	3
111645780	11.1	41	0	2.9
111645810	10.2	44	0	2.7
111645840	9.8	45	0	2.5
111645870	9.5	45	0	2.8
111645900	9	44	0	3.1
111645930	8.8	44	0	3.4
111645960	8.2	43	0	4.6
111645990	7.8	42	0	4.2
111646020	7.5	44	0	3.8
111646050	7.3	44	0	3.9
