min1800	t2m	rh	padavine	veter_hitrost
111900960	15.2	84	0	1.4
111900990	14.9	86	0	1
111901020	14.2	87	0	0.8
111901050	13.8	89	0	1.5
111901080	13.5	90	0	1.2
111901110	13.2	90	0	0.5
111901140	12.9	92	0	0.2
111901170	12.8	93	0	0.9
111901200	12.4	93	0	0.2
111901230	12.3	95	0	0.3
111901260	12.8	94	0	0.8
111901290	13.1	92	0	1
111901320	13.2	91	0	1.3
111901350	13.4	90	0	0.8
111901380	13.6	89	0	1.2
111901410	13.7	89	0	1
111901440	13.7	90	0	0.9
111901470	13.9	90	0	0.9
111901500	14.3	88	0	1.6
111901530	15.5	84	0	1.9
111901560	16.5	78	0	2
111901590	17.6	68	0	2
111901620	18.6	60	0	2.2
111901650	19.2	57	0	1.6
111901680	19.1	57	0	1.9
111901710	19.5	56	0	1.5
111901740	20	55	0	1.8
111901770	19.8	55	0	1.9
111901800	20.1	54	0	1.6
111901830	20.1	56	0	1.9
111901860	19.8	58	0	2.2
111901890	20	58	0	1.6
111901920	19.9	58	0	1.6
111901950	19.6	60	0	1.2
111901980	19	62	0	0.9
111902010	18.4	66	0	1
111902040	17.6	72	0	1.1
111902070	17.1	77	0	0.6
111902100	16.6	78	0	0.4
111902130	16.1	81	0	1.1
111902160	15.5	84	0	0.8
111902190	15.1	85	0	0.4
111902220	15	86	0	1.4
111902250	14.4	88	0	0.3
111902280	13.9	90	0	0.3
111902310	13.4	91	0	0.2
111902340	13	92	0	0.4
111902370	12.8	94	0	0.6
