min1800	t2m	rh	padavine	veter_hitrost
111921120	10.9	87	0	0.6
111921150	10.2	91	0	0.7
111921180	10.3	92	0	0.9
111921210	9.8	92	0	0.6
111921240	9	93	0	0.5
111921270	8.7	95	0	0.6
111921300	8.4	95	0	0.7
111921330	8.2	96	0	0.9
111921360	8	96	0	1.1
111921390	7.7	96	0	0.5
111921420	7.3	96	0	0.7
111921450	7.3	96	0	0.7
111921480	7	96	0	0.3
111921510	6.8	96	0	0.4
111921540	6.6	96	0	1.2
111921570	6.1	96	0	1.1
111921600	6.7	98	0	0.8
111921630	8.7	94	0	1.2
111921660	9.9	86	0	1.4
111921690	11.2	82	0	1.3
111921720	12.2	80	0	1.6
111921750	13.5	75	0	1.5
111921780	14.9	72	0	1.8
111921810	16.3	67	0	1.6
111921840	17.8	61	0	0.8
111921870	19.2	56	0	0.5
111921900	20.4	53	0	0.8
111921930	21.5	51	0	1.1
111921960	22.7	45	0	2.5
111921990	22.9	42	0	3.1
111922020	22.7	43	0	2.8
111922050	22.3	44	0	3.6
111922080	21.7	47	0	3.6
111922110	20.3	49	0	4.3
111922140	19.6	51	0	4.7
111922170	18.6	54	0	3.8
111922200	17.9	58	0	2.6
111922230	17.3	62	0	2.1
111922260	16	68	0	0.9
111922290	14.4	74	0	1
111922320	14.1	76	0	1.8
111922350	13.6	78	0	2.4
111922380	14	74	0	2.3
111922410	13.9	73	0	2.5
111922440	12.3	80	0	1
111922470	11	85	0	0.5
111922500	10.3	89	0	0.5
111922530	9.9	91	0	0.9
