min1800	t2m	rh	padavine	veter_hitrost
111883680	11.6	88	0	0.5
111883710	11.4	89	0	0.8
111883740	11.2	89	0	0.7
111883770	11.1	90	0	1.4
111883800	10.8	90	0	0.5
111883830	10.6	91	0	1.3
111883860	10.6	91	0	1
111883890	10.3	92	0	0.9
111883920	10.3	92	0	0.6
111883950	10.7	92	0	1.1
111883980	10.5	91	0	0.7
111884010	10.8	90	0	0.8
111884040	10.8	90	0	0.7
111884070	11	89	0	0.7
111884100	11.3	88	0	0.3
111884130	11.6	87	0	0.3
111884160	12	86	0	0.9
111884190	12.2	86	0	0.9
111884220	12.5	85	0	0.9
111884250	12.8	84	0	1.2
111884280	13.1	82	0	0.8
111884310	13.7	80	0	0.8
111884340	14.3	75	0	0.7
111884370	15.4	71	0	0.8
111884400	15.9	68	0	0.6
111884430	16.5	67	0	0.6
111884460	16.5	66	0	0.6
111884490	16.7	67	0	0.4
111884520	17.2	65	0	0.5
111884550	17.8	64	0	0.7
111884580	18.8	63	0	1
111884610	18.3	66	0	1.1
111884640	18.8	66	0	1.2
111884670	18.5	68	0	1.5
111884700	18.2	70	0	1.4
111884730	18	73	0	1.4
111884760	17.6	75	0	1.5
111884790	17.4	76	0	0.8
111884820	17.4	77	0	1.2
111884850	17.3	78	0	2.3
111884880	17.2	80	0	1.6
111884910	17.1	81	0	1
111884940	16.6	83	0	0.8
111884970	16.4	85	0	0.8
111885000	15.9	87	0	0.9
111885030	15.9	89	0	0.9
111885060	15.9	88	0	0.3
111885090	15.7	89	0	0.4
