min1800	t2m	rh	padavine	veter_hitrost
111752640	19.7	70	0	1.3
111752670	19.2	71	0	0.4
111752700	18.4	75	0	0.1
111752730	18.2	76	0	0.5
111752760	18.4	75	0	0.3
111752790	18.1	76	0	0.1
111752820	17.7	79	0	0.2
111752850	17.8	78	0	0
111752880	17.6	79	0	0.5
111752910	16.9	82	0	0.3
111752940	16.8	83	0	0
111752970	16.8	83	0	0
111753000	17.1	83	0	0.3
111753030	18	80	0	0.1
111753060	19.2	74	0	0.3
111753090	20.2	70	0	0.7
111753120	20.9	64	0	1.1
111753150	21.7	63	0	0.9
111753180	22.6	58	0	1
111753210	23.8	52	0	1.4
111753240	24.4	50	0	1.4
111753270	25.1	48	0	2
111753300	25.8	46	0	1.8
111753330	26.3	44	0	1.3
111753360	26.8	43	0	2.5
111753390	27.2	42	0	1.6
111753420	27.7	41	0	2.1
111753450	28	41	0	1.9
111753480	28.2	42	0	1.8
111753510	28.6	42	0	2
111753540	28.7	42	0	1.8
111753570	28.7	43	0	1.9
111753600	28.9	43	0	1.8
111753630	29.1	43	0	1.8
111753660	28.8	44	0	1.8
111753690	28.5	45	0	1.9
111753720	28.3	46	0	2.1
111753750	27.8	48	0	2.3
111753780	27.1	50	0	1
111753810	26.5	52	0	1.5
111753840	26.1	53	0	1.3
111753870	25.3	56	0	0.2
111753900	24.6	59	0	0.3
111753930	23.8	65	0	0.7
111753960	23.2	66	0	0.2
111753990	22.8	69	0	0.5
111754020	22.2	72	0	0.7
111754050	21.8	74	0	0.3
