min1800	t2m	rh	padavine	veter_hitrost
111854880	17.1	96	0	0.5
111854910	16.8	96	0	0.9
111854940	16.4	96	0	0.5
111854970	16.3	97	0	0.2
111855000	16.4	97	0	0.1
111855030	16.5	97	0	0.4
111855060	16.4	98	0	0.9
111855090	16	98	0	0.6
111855120	15.9	98	0	0.5
111855150	15.9	98	0	0.2
111855180	16	98	0	0.6
111855210	15.8	98	0	0.5
111855240	15.8	98	0	0.3
111855270	15.8	98	0	0.7
111855300	15.8	98	0	0.6
111855330	15.9	98	0	0.5
111855360	15.9	98	0	0.6
111855390	16.2	97	0	0.4
111855420	17.3	93	0	0.7
111855450	18.9	85	0	0.9
111855480	19.8	81	0	0.6
111855510	20.2	79	0	0.6
111855540	21.1	76	0	0.9
111855570	22.2	72	0	0.9
111855600	23.1	69	0	1.3
111855630	24.3	65	0	2
111855660	24.8	62	0	1.8
111855690	25.2	61	0	1.8
111855720	25.3	61	0	2.2
111855750	25.9	56	0	2.8
111855780	26	55	0	3.1
111855810	26	56	0	2.4
111855840	25.9	57	0	2.5
111855870	25.6	57	0	2
111855900	25.2	60	0	1.4
111855930	24.7	64	0	0.7
111855960	24.2	66	0	0.8
111855990	23.6	68	0	0.2
111856020	22.9	73	0	0.7
111856050	22.7	78	0	0.3
111856080	22.3	80	0	1
111856110	22	81	0	0.6
111856140	21.6	82	0	0.6
111856170	21.2	84	0	0.3
111856200	21	85	0	0.5
111856230	20.8	86	0	1
111856260	20.6	86	0	1.1
111856290	20.5	87	0	1.1
