min1800	t2m	rh	padavine	veter_hitrost
111602880	8.1	52	0	2.8
111602910	7.8	54	0	3.2
111602940	7.6	55	0	2.8
111602970	7.6	57	0	2.8
111603000	7.4	59	0	2.4
111603030	7.3	59	0	1.4
111603060	7.3	59	0	1.7
111603090	7.2	59	0	1.4
111603120	7.1	59	0	1.4
111603150	7.1	58	0	1.5
111603180	6.9	58	0	1.4
111603210	6.8	57	0	1.1
111603240	6.6	57	0	1.1
111603270	6.4	57	0	1.1
111603300	6.7	55	0	1.6
111603330	6.8	54	0	1.7
111603360	6.9	55	0	2
111603390	6.9	56	0	1.8
111603420	7.3	54	0	2.6
111603450	8.1	52	0	2.3
111603480	8.5	52	0	3
111603510	9.2	50	0	3.3
111603540	9.8	48	0	2.5
111603570	10.7	47	0	2.2
111603600	11.7	44	0	2.4
111603630	12.1	44	0	2.6
111603660	12.4	42	0	2.7
111603690	12.7	41	0	3
111603720	13.1	41	0	3
111603750	13.4	41	0	3
111603780	13.7	41	0	2.7
111603810	13.7	41	0	2.9
111603840	13.4	42	0	3
111603870	13.1	44	0	2.6
111603900	12.5	46	0	2.5
111603930	11.6	49	0	2.1
111603960	10.9	52	0	2
111603990	10.3	54	0	1.9
111604020	9.8	56	0	2
111604050	9.3	59	0	1.7
111604080	8.9	62	0	2.1
111604110	8.5	64	0	1.5
111604140	7.8	67	0	1.1
111604170	7.3	70	0	1.3
111604200	6.9	72	0	0.9
111604230	6.6	74	0	0.5
111604260	6.1	76	0	0.5
111604290	5.4	78	0	0.6
