min1800	t2m	rh	padavine	veter_hitrost
111608640	4.8	80	0	0.3
111608670	4.5	82	0	0.3
111608700	4.2	82	0	0.5
111608730	3.8	83	0	0.4
111608760	3.3	85	0	0.4
111608790	2.9	86	0	0.3
111608820	2.6	87	0	0.5
111608850	2.2	89	0	0.5
111608880	1.8	90	0	0.4
111608910	1.7	91	0	0.4
111608940	1.4	91	0	0.6
111608970	1	91	0	0.9
111609000	0.8	92	0	0.6
111609030	0.6	92	0	0.5
111609060	0.6	92	0	0.3
111609090	1.2	93	0	0.3
111609120	2.2	88	0	0.8
111609150	3.4	83	0	1.1
111609180	4.8	77	0	0.9
111609210	6.1	71	0	0.8
111609240	7.5	66	0	0.8
111609270	8.7	62	0	0.7
111609300	10.1	58	0	1.1
111609330	11.7	54	0	1.1
111609360	13.2	49	0	1.3
111609390	15	42	0	1.3
111609420	16.7	38	0	1.6
111609450	18.2	33	0	1.2
111609480	19.5	30	0	1.4
111609510	21.4	22	0	4.5
111609540	21.4	21	0	4
111609570	21.4	21	0	4.7
111609600	21.1	21	0	4.6
111609630	20.7	22	0	4.5
111609660	20.1	23	0	3.5
111609690	18.7	26	0	3.8
111609720	17.7	29	0	3.9
111609750	16.8	31	0	2.6
111609780	16	32	0	2
111609810	15.4	32	0	3.3
111609840	14.3	32	0	4
111609870	13.4	33	0	3.7
111609900	12.7	36	0	3.6
111609930	12.2	39	0	3.1
111609960	11.8	41	0	3.2
111609990	11.6	42	0	3.2
111610020	11.2	43	0	2.9
111610050	10.9	44	0	2.8
