min1800	t2m	rh	padavine	veter_hitrost
111977280	12.4	75	0	1.9
111977310	12.5	75	0	2.1
111977340	12.6	74	0	2.5
111977370	12.7	73	0	3.4
111977400	12.8	71	0	3
111977430	12.7	71	0	3.6
111977460	12.6	71	0	3.7
111977490	12.6	72	0	2.8
111977520	12.6	73	0	2.9
111977550	12.6	73	0	2.5
111977580	12.5	74	0	2
111977610	12.5	74	0	2.6
111977640	12.7	73	0	4.2
111977670	12.8	73	0	2.8
111977700	12.8	73	0	4.2
111977730	12.9	72	0	4.9
111977760	13	70	0	5.1
111977790	13	68	0	4.2
111977820	13.1	67	0	5.3
111977850	13.3	67	0	5.3
111977880	13.6	65	0	5.6
111977910	13.8	64	0	4.8
111977940	13.8	64	0	3.9
111977970	14	63	0	3.9
111978000	14.3	60	0	3.5
111978030	14.7	58	0	3.8
111978060	15.2	55	0	3.8
111978090	15.2	56	0	2.2
111978120	15.2	56	0	2
111978150	15.1	58	0	1.8
111978180	15	59	0	1.3
111978210	14.4	64	0	1.2
111978240	13.8	68	0	0.7
111978270	13.6	70	0	1
111978300	13.4	69	0	0.9
111978330	13.4	70	0	0.7
111978360	13	73	0	0.5
111978390	12.8	75	0	1.5
111978420	12.5	78	0	1
111978450	12.2	79	0	0.9
111978480	11.9	82	0	0.3
111978510	11.8	85	0.3	0.8
111978540	11.4	88	1.8	0.5
111978570	11.1	92	1.5	0.8
111978600	10.8	94	1.3	1.1
111978630	10.6	94	2	0.7
111978660	10.5	95	1.5	0.9
111978690	10.4	96	1.8	0.9
