min1800	t2m	rh	padavine	veter_hitrost
112004640	2.9	98	0	0.3
112004670	3	98	0	0.5
112004700	3.2	98	0	0.2
112004730	3.4	98	0	0.5
112004760	3.3	98	0	0.3
112004790	3.1	98	0	0.1
112004820	3.1	98	0	0.3
112004850	3.2	98	0	0.6
112004880	3.2	98	0	0.6
112004910	3.1	98	0	0.6
112004940	3.1	98	0	0.6
112004970	3.1	97	0	0.5
112005000	3.1	97	0	0.2
112005030	3	97	0	0.3
112005060	2.9	97	0	0.5
112005090	2.9	97	0	0.5
112005120	2.9	97	0	0.5
112005150	2.9	97	0	0.4
112005180	3	97	0	0.4
112005210	3	97	0	0.4
112005240	3.2	97	0	0.8
112005270	3.3	96	0	0.6
112005300	3.8	96	0	0.5
112005330	4.2	94	0	0.5
112005360	4.3	93	0	0.5
112005390	4.6	93	0	0.3
112005420	4.6	93	0	0.9
112005450	4.7	93	0	0.8
112005480	4.8	93	0	0.9
112005510	5	92	0	0.2
112005540	5	92	0	0.2
112005570	4.6	93	0	0.4
112005600	4.2	94	0	0.7
112005630	3.7	96	0	0.9
112005660	3.5	97	0	0.7
112005690	3.2	97	0	0.7
112005720	2.9	98	0	0.3
112005750	2.8	98	0	0.4
112005780	2.8	98	0	0.4
112005810	2.7	98	0	0.8
112005840	2.5	98	0	0.8
112005870	2.4	98	0	0.9
112005900	2.5	98	0	0.9
112005930	2.7	98	0	0.3
112005960	2.8	98	0	0.3
112005990	2.8	98	0	0.8
112006020	2.7	98	0	0.6
112006050	2.6	98	0	0.5
