min1800	t2m	rh	padavine	veter_hitrost
111578400	4.4	75	0	0.7
111578430	4	77	0	0.5
111578460	3.7	78	0	0.5
111578490	3.2	80	0	0.4
111578520	2.6	84	0	0.3
111578550	2.4	85	0	0.8
111578580	1.8	86	0	0.3
111578610	1.4	87	0	0.2
111578640	1	88	0	0.2
111578670	0.8	89	0	0.3
111578700	0.7	90	0	0.7
111578730	0.6	90	0	0.5
111578760	0.4	90	0	0.5
111578790	0.3	91	0	0.6
111578820	0.1	91	0	0.7
111578850	0	91	0	0.4
111578880	0.6	91	0	0.6
111578910	1.4	88	0	0.6
111578940	2.7	82	0	0.9
111578970	3.9	77	0	1.1
111579000	5.1	72	0	1.2
111579030	6.3	67	0	0.9
111579060	7.4	63	0	0.7
111579090	8.4	58	0	0.8
111579120	9.2	56	0	1.3
111579150	10.1	53	0	1.3
111579180	11.9	48	0	1.1
111579210	13.8	43	0	1
111579240	15.9	38	0	0.8
111579270	17.2	35	0	1.4
111579300	18.4	32	0	2.4
111579330	20.3	23	0	4
111579360	20.4	23	0	3.4
111579390	20.1	24	0	3.3
111579420	18.8	26	0	3.8
111579450	17.7	28	0	4.1
111579480	16.7	30	0	3.4
111579510	15.7	32	0	4.1
111579540	15.2	32	0	4.4
111579570	14.5	33	0	4
111579600	13.8	35	0	3.2
111579630	12.8	36	0	2.1
111579660	12.3	37	0	1.8
111579690	11.5	39	0	1.1
111579720	9.6	48	0	1.4
111579750	8	60	0	1.6
111579780	7.1	62	0	0.4
111579810	6.5	65	0	0.8
