min1800	t2m	rh	padavine	veter_hitrost
111706560	12.9	92	0.1	1.6
111706590	12.7	93	0	0.7
111706620	12.7	93	0	0.3
111706650	12.6	94	0	0.9
111706680	12.6	94	0	0.5
111706710	12.7	94	0	0
111706740	12.7	94	0	0
111706770	12.6	95	0	0.1
111706800	12.6	96	0	0.6
111706830	12.6	96	0	0.9
111706860	12.6	96	0	0.3
111706890	12.6	94	0	0.6
111706920	12.8	92	0	0.1
111706950	13.1	92	0	1.2
111706980	13.5	90	0	0.4
111707010	13.8	88	0	0.7
111707040	14.7	86	0	1.6
111707070	15.4	84	0	0.6
111707100	16.2	81	0	1.3
111707130	17.2	78	0	2
111707160	18.8	72	0	1.4
111707190	19.9	69	0	1.1
111707220	21.3	66	0	1.2
111707250	21.6	64	0	1.6
111707280	22	64	0	2.5
111707310	20.7	70	0	2.9
111707340	19.9	74	0	2.2
111707370	20.2	70	0	2
111707400	20.5	68	0	1.6
111707430	21.1	64	0	2.6
111707460	22.1	59	0	3.5
111707490	23.3	53	0	4
111707520	23.9	49	0	4
111707550	24.3	48	0	3.8
111707580	24.4	45	0	4.3
111707610	23.9	48	0.7	4.9
111707640	18.8	72	1.5	1.8
111707670	17.9	84	0.3	0.2
111707700	18	79	0	1.6
111707730	17.8	78	0	1.7
111707760	17.3	87	0	1
111707790	17	86	0	1.1
111707820	16.9	87	0	1.6
111707850	16.6	87	0.4	0.7
111707880	16.3	89	0	0.8
111707910	16.1	90	0	1.3
111707940	16	89	0	0.8
111707970	16.2	87	0	1.3
