min1800	t2m	rh	padavine	veter_hitrost
111840480	21.4	86	0	0.5
111840510	21	88	0	0.6
111840540	20.5	88	0	0.8
111840570	20.2	90	0	0.7
111840600	19.9	92	0	0.3
111840630	19.8	92	0	0.5
111840660	19.7	91	0	0.3
111840690	19.4	88	0	0.6
111840720	19.2	91	0	0.4
111840750	18.8	92	0	0.8
111840780	18.5	93	0	0.4
111840810	18.4	94	0	0.3
111840840	18.4	94	0	0.2
111840870	19	92	0	0.4
111840900	19.9	88	0	0.7
111840930	20.7	81	0	0.7
111840960	21.9	79	0	0.8
111840990	22.8	75	0	0.7
111841020	24.2	69	0	0.9
111841050	25.5	64	0	1.4
111841080	26.8	60	0	1.3
111841110	28.9	51	0	1.1
111841140	31	39	0	1.2
111841170	32	36	0	1.8
111841200	32.4	34	0	2
111841230	33.2	32	0	1.8
111841260	33.9	32	0	1.9
111841290	34.4	32	0	1.8
111841320	35.3	27	0	3
111841350	35.6	26	0	3.7
111841380	35.4	27	0	4.3
111841410	35.2	28	0	3.9
111841440	34.7	28	0	4
111841470	34.5	28	0	3.9
111841500	34.1	28	0	3.4
111841530	33.4	30	0	2.9
111841560	32.6	32	0	2.9
111841590	31.4	35	0	2.7
111841620	30.5	37	0	2.6
111841650	29.6	39	0	2.7
111841680	28.8	42	0	2.3
111841710	27.9	44	0	1.8
111841740	26.8	49	0	2
111841770	26	52	0	1.7
111841800	25.5	53	0	2.1
111841830	26.1	50	0	1.6
111841860	24.7	56	0	1.4
111841890	23.6	60	0	0.7
