min1800	t2m	rh	padavine	veter_hitrost
111659040	9.1	84	0.1	1.4
111659070	9	86	0	2.6
111659100	8.7	85	0	2
111659130	8.7	82	0	2.5
111659160	8.7	80	0	1.6
111659190	8.8	80	0	0.9
111659220	8.7	82	0.1	0.9
111659250	8.4	84	0	0.5
111659280	8.3	84	0	0.3
111659310	8.2	87	0	0.8
111659340	8.1	88	0	0.3
111659370	8	87	0	0.2
111659400	8.1	88	0	0.6
111659430	8.1	88	0	0.6
111659460	8.6	86	0	0.8
111659490	9.3	82	0	0.9
111659520	10.1	78	0	0.5
111659550	11.5	73	0	1.1
111659580	11.9	70	0	0.7
111659610	12.4	66	0	0.8
111659640	13.2	64	0	1.1
111659670	13.4	62	0	1.5
111659700	14.3	58	0	1.7
111659730	13.4	63	0.2	2.8
111659760	12.9	68	0.3	2.5
111659790	12.1	73	0.1	1.3
111659820	12.3	75	0	2.5
111659850	11.7	73	8.2	2.4
111659880	9.9	86	1.9	2.7
111659910	10.8	83	0.2	1.6
111659940	10.7	83	0.3	0.4
111659970	10.6	78	0.3	0.7
111660000	11	85	0.4	0.8
111660030	12.1	76	0	0.9
111660060	12	75	0	1.8
111660090	11.6	77	0	1.6
111660120	11.3	78	0	0.9
111660150	11	77	0	1
111660180	10.6	78	0	0.9
111660210	10.1	82	0	0.7
111660240	9.2	86	0	0
111660270	8.6	90	0	0.2
111660300	8.2	92	0	0.2
111660330	7.7	93	0	0
111660360	7.8	94	0	0.2
111660390	7.4	94	0	0.1
111660420	7.7	93	0	1.3
111660450	8.3	89	0	0.7
