min1800	t2m	rh	padavine	veter_hitrost
111804480	21.6	64	0	0.5
111804510	21.4	64	0	0.6
111804540	20.9	68	0	0.9
111804570	20.1	71	0	1.4
111804600	19.8	72	0	1.6
111804630	19.6	73	0	0.3
111804660	19.4	75	0	0.7
111804690	19.2	76	0	0.5
111804720	18.9	77	0	1.1
111804750	18.5	78	0	0.4
111804780	18.5	78	0	1.1
111804810	18.6	77	0	1.5
111804840	18.7	77	0	0.5
111804870	19.4	74	0	1.3
111804900	19.7	72	0	0.8
111804930	20.4	70	0	1.1
111804960	21.3	67	0	0.9
111804990	22.4	64	0	1
111805020	23.3	60	0	1.4
111805050	24.5	55	0	1.6
111805080	24.2	54	0	1.4
111805110	24.9	50	0	2.2
111805140	25.9	48	0	2.3
111805170	26.4	46	0	2.3
111805200	26.4	45	0	2.9
111805230	27	43	0	3.1
111805260	27.1	43	0	3.3
111805290	27.5	42	0	2.9
111805320	27.7	42	0	2.5
111805350	27.6	42	0	2.5
111805380	28.1	42	0	3.3
111805410	27.5	44	0	3.5
111805440	27.2	47	0	3.3
111805470	26.9	49	0	3.4
111805500	27.2	46	0	4
111805530	27	47	0	3.5
111805560	26.5	49	0	3
111805590	25.9	51	0	2.2
111805620	25.5	52	0	2.4
111805650	25	53	0	1.9
111805680	24.5	53	0	1.9
111805710	24	54	0	1.9
111805740	23.5	55	0	1.7
111805770	23.1	56	0	1.1
111805800	22.9	54	0	1.9
111805830	22.9	52	0	2
111805860	22.8	52	0	1.7
111805890	22.5	55	0	2.1
