min1800	t2m	rh	padavine	veter_hitrost
111715200	14.8	82	0	0.1
111715230	14.4	86	0	0.2
111715260	14.2	85	0	0.5
111715290	14.2	85	0	0
111715320	14.1	86	0	0.4
111715350	13.9	85	0	0.1
111715380	13.8	84	0	0.3
111715410	13.3	86	0	0.7
111715440	12.7	88	0	0.3
111715470	12.6	90	0	0.3
111715500	12.6	89	0	0.1
111715530	12.5	89	0	0.4
111715560	12.8	88	0	1
111715590	13.3	86	0	0.9
111715620	13.8	83	0	0.4
111715650	14.6	78	0	0.1
111715680	15.2	77	0	0.7
111715710	15.8	74	0	0.5
111715740	17	70	0	0.9
111715770	17.2	65	0	0.6
111715800	18.6	59	0	0.6
111715830	19.7	54	0	0.7
111715860	20.6	47	0	0.7
111715890	21.4	43	0	1.1
111715920	22.3	41	0	1.6
111715950	22.7	42	0	1.7
111715980	22.5	46	0	2.8
111716010	22.8	44	0	2
111716040	23.5	40	0	1.8
111716070	24	38	0	1.6
111716100	23.5	40	0	1.6
111716130	22.7	43	0	3
111716160	19.9	62	0	2.4
111716190	20.6	54	0	1.6
111716220	20.5	60	0	1.6
111716250	20	62	0	1
111716280	21	57	0	0.4
111716310	20.8	56	0	1.1
111716340	19.7	61	0	0.6
111716370	19	68	0	0.2
111716400	18.3	71	0	0
111716430	17.8	76	0	0.9
111716460	17.5	77	0	0.9
111716490	17.1	79	0	0.5
111716520	16.6	82	0	2
111716550	15.9	85	0	0.5
111716580	15.6	86	0	0
111716610	15.1	87	0	0.1
