min1800	t2m	rh	padavine	veter_hitrost
112020480	3.3	95	0	0.8
112020510	3.2	95	0	0.9
112020540	2.9	95	0	0.4
112020570	3.2	96	0	1.5
112020600	3.3	94	0	1.3
112020630	2.9	94	0	0.7
112020660	2.6	95	0	1
112020690	2.5	96	0	0.8
112020720	2.5	97	0	0.7
112020750	2.6	96	0	0.6
112020780	2.9	96	0	0.9
112020810	2.9	95	0	1.3
112020840	2.7	95	0	1
112020870	2.6	95	0	1.1
112020900	2.8	95	0	0.9
112020930	2.9	94	0	0.8
112020960	2.9	94	0	0.7
112020990	3.1	94	0	0.6
112021020	3.4	93	0	0.6
112021050	3.6	91	0	1.1
112021080	3.5	89	0	1.1
112021110	3.5	90	0	1
112021140	3.5	90	0	1.3
112021170	3.6	89	0	0.8
112021200	3.8	89	0	1.1
112021230	3.9	88	0	0.9
112021260	4.1	88	0	1.1
112021290	4.4	86	0	0.9
112021320	4.7	85	0	1.2
112021350	4.7	85	0	0.7
112021380	4.5	87	0	1
112021410	4.6	86	0	0.7
112021440	4.1	88	0	1.1
112021470	4	90	0	0.6
112021500	3.9	91	0	0.6
112021530	3.7	92	0	0.7
112021560	3.6	93	0	0.9
112021590	3.8	92	0	1.6
112021620	3.5	92	0	1.8
112021650	3.7	92	0	0.9
112021680	4.1	91	0	0.4
112021710	4.3	90	0	1.2
112021740	4.4	89	0	0.7
112021770	4.5	89	0	0.3
112021800	4.8	89	0	0.5
112021830	5.3	88	0	1.4
112021860	6.2	82	0	1.4
112021890	6.6	80	0	1.8
