min1800	t2m	rh	padavine	veter_hitrost
111565440	-7.1	83	0	0.4
111565470	-7.5	85	0	0.6
111565500	-7.8	85	0	0.5
111565530	-7.9	86	0	0.5
111565560	-8	86	0	0.6
111565590	-8.4	86	0	0.3
111565620	-8.6	86	0	0.6
111565650	-8.8	86	0	0.8
111565680	-9	87	0	0.9
111565710	-9	88	0	0.4
111565740	-8.7	87	0	0.6
111565770	-8.9	86	0	1.3
111565800	-9.1	86	0	1.3
111565830	-8.8	86	0	0.9
111565860	-8.4	86	0	0.9
111565890	-8.1	85	0	0.9
111565920	-8.3	84	0	1.3
111565950	-8.1	84	0	1
111565980	-7.9	83	0	0.8
111566010	-7.2	82	0	1.1
111566040	-6.3	79	0	0.9
111566070	-4.9	74	0	1.3
111566100	-3.6	71	0	1.3
111566130	1.3	56	0	3.3
111566160	2.5	49	0	5.5
111566190	2.7	51	0	5.4
111566220	3.1	49	0	4.6
111566250	3.1	49	0	4.8
111566280	3.4	49	0	4.3
111566310	3.3	49	0	4.3
111566340	3.5	47	0	4.8
111566370	3.4	47	0	4.6
111566400	3.7	46	0	3.5
111566430	3.8	46	0	3.6
111566460	3.6	48	0	2.3
111566490	3.3	51	0	2.2
111566520	3	54	0	2.8
111566550	2.7	54	0	2.5
111566580	2.5	56	0	1.3
111566610	2.3	56	0	1.8
111566640	1.8	58	0	1.2
111566670	1.6	59	0	1.1
111566700	0.9	62	0	1.5
111566730	-0.1	68	0	1
111566760	-0.9	72	0	0.6
111566790	-1.1	74	0	0.9
111566820	-1.3	75	0	0.8
111566850	-1.4	76	0	0.8
