min1800	t2m	rh	padavine	veter_hitrost
111617280	9.4	78	0	0.8
111617310	9	79	0	0.6
111617340	8.3	82	0	0.3
111617370	7.8	84	0	1
111617400	7.4	84	0	0.4
111617430	6.9	86	0	0.1
111617460	6.6	88	0	0.2
111617490	6.4	89	0	0.5
111617520	6.1	89	0	0.3
111617550	5.7	90	0	0.3
111617580	5.4	91	0	0.6
111617610	5.2	92	0	0.3
111617640	5.1	92	0	0.2
111617670	5	92	0	0.2
111617700	5	92	0	0.8
111617730	5.3	91	0	0.5
111617760	6.3	87	0	0.6
111617790	7.5	82	0	0.6
111617820	9.3	75	0	0.6
111617850	10.5	69	0	0.6
111617880	11.9	65	0	0.7
111617910	13.4	58	0	0.6
111617940	14.8	53	0	0.7
111617970	16	47	0	0.9
111618000	16.7	42	0	1.9
111618030	17.7	40	0	2.1
111618060	18.3	38	0	2.1
111618090	18.7	37	0	2.1
111618120	19.4	35	0	1.4
111618150	19.8	34	0	1.5
111618180	20.2	33	0	1.6
111618210	20.1	33	0	1.8
111618240	20	33	0	2.1
111618270	20	33	0	2.3
111618300	19.8	34	0	1.9
111618330	19.4	35	0	1.7
111618360	18.6	37	0	0.9
111618390	18.1	36	0	1.3
111618420	17.6	36	0	1.5
111618450	17	38	0	2.1
111618480	16.4	40	0	1
111618510	15	45	0	0.9
111618540	14.1	49	0	0.9
111618570	13.1	54	0	1.1
111618600	12.2	59	0	0.8
111618630	11.5	62	0	0.4
111618660	10.8	66	0	0.5
111618690	10.2	68	0	0.3
