min1800	t2m	rh	padavine	veter_hitrost
111713760	16	64	0	0.1
111713790	15.7	66	0	0.2
111713820	15.6	66	0	0.9
111713850	14.9	73	0.3	0.3
111713880	14.4	79	0	0.2
111713910	14.2	81	0	0.8
111713940	14	82	0	0
111713970	13.9	82	0	0
111714000	13.9	83	0	1.8
111714030	13.2	86	0	0.2
111714060	12.8	88	0	0.6
111714090	12.7	88	0	0.3
111714120	13.1	88	0	0.2
111714150	13.5	84	0	1.1
111714180	14	80	0	0
111714210	15	75	0	0.1
111714240	15.7	72	0	0.5
111714270	16.4	70	0	0.1
111714300	17.9	62	0	0.8
111714330	18.5	60	0	0.7
111714360	19.3	60	0	1.1
111714390	20.2	54	0	1.7
111714420	20.5	50	0	0.9
111714450	20.8	50	0	2.3
111714480	21	49	0	4.4
111714510	20.6	45	0	4
111714540	21.1	41	0	2.7
111714570	20.4	42	0	2.8
111714600	21.2	40	0	1.8
111714630	21.5	40	0	1.8
111714660	21.5	37	0	2
111714690	22.1	34	0	1.5
111714720	22.6	35	0	1.8
111714750	22	41	0	2.9
111714780	22	40	0	2.7
111714810	22.5	36	0	2.9
111714840	22.1	38	0	2.8
111714870	20.8	42	0	2.5
111714900	20	44	0	2.5
111714930	19.5	47	0	1.8
111714960	18.5	54	0	1.5
111714990	17.5	58	0	1.7
111715020	16.9	60	0	0.9
111715050	16.8	61	0	1.5
111715080	16.8	60	0	0.6
111715110	16.6	63	0	0.5
111715140	15.7	74	0.4	0.8
111715170	15	79	0	1.4
