min1800	t2m	rh	padavine	veter_hitrost
111741120	17.2	77	0	1.2
111741150	16.4	81	0	1.2
111741180	15.9	84	0	1.2
111741210	15.3	85	0	1.2
111741240	14.8	85	0	1.2
111741270	14.5	88	0	1.2
111741300	14.2	87	0	1.2
111741330	13.7	87	0	1.2
111741360	13.2	89	0	1.2
111741390	13	91	0	1.2
111741420	13	93	0	1.2
111741450	13.9	89	0	1.2
111741480	15.1	83	0	1.2
111741510	16.1	79	0	1.2
111741540	17	76	0	1.2
111741570	17.7	73	0	1.2
111741600	19	69	0	1.2
111741630	20.3	65	0	1.2
111741660	20.9	63	0	1.2
111741690	21.9	59	0	1.2
111741720	23.1	54	0	1.2
111741750	24.3	51	0	1.2
111741780	24.9	49	0	1.2
111741810	25.7	49	0	1.2
111741840	26.5	46	0	1.2
111741870	27.4	43	0	1.2
111741900	27.9	42	0	1.2
111741930	28.4	40	0	1.2
111741960	29.1	40	0	1.2
111741990	29.5	39	0	1.2
111742020	30	35	0	1.2
111742050	30.5	32	0	1.2
111742080	30.6	32	0	1.2
111742110	30.6	38	0	1.2
111742140	30.5	38	0	1.2
111742170	30.2	42	0	1.2
111742200	30	42	0	1.2
111742230	29.3	44	0	1.2
111742260	28.3	46	0	1.2
111742290	27.4	44	0	1.2
111742320	26.4	45	0	1.2
111742350	24.8	51	0	1.2
111742380	23.4	57	0	1.2
111742410	22.5	59	0	1.2
111742440	21.5	65	0	1.2
111742470	20.7	68	0	1.2
111742500	20.2	66	0	1.2
111742530	19	69	0	1.2
