min1800	t2m	rh	padavine	veter_hitrost
111732480	16.5	95	0	0.9
111732510	16.4	95	0	0.7
111732540	16.4	95	0	0.7
111732570	16.4	95	0	1.1
111732600	16.3	95	0	0.8
111732630	16.2	94	0	1
111732660	16.4	94	0	0.8
111732690	16.4	95	0	1.2
111732720	16.4	95	0	1
111732750	16.4	94	0	1.2
111732780	16.5	95	0	1.3
111732810	16.7	95	0	1.3
111732840	16.9	94	0	1.2
111732870	17.5	91	0	1.3
111732900	17.8	87	0	2.6
111732930	18.3	84	0	2.6
111732960	18.4	83	0	2
111732990	18.8	81	0	2.4
111733020	18.9	80	0	2.8
111733050	18.9	80	0	1.7
111733080	19.6	78	0	1.2
111733110	19.7	78	0	1.4
111733140	20.1	77	0	1.9
111733170	21.1	72	0	1.3
111733200	22	67	0	1.4
111733230	22.8	54	0	2.1
111733260	23.7	44	0	3.5
111733290	23.8	46	0	4
111733320	23.4	48	0	4.5
111733350	23.8	48	0	4.5
111733380	23.3	47	0	3.9
111733410	22.8	48	0	3.8
111733440	22.7	49	0	3.6
111733470	22.5	51	0	3.8
111733500	23	50	0	4
111733530	23	49	0	4.4
111733560	22.4	49	0	4.1
111733590	22	50	0	2.9
111733620	21.2	53	0	1.6
111733650	20.4	56	0	1.4
111733680	20.1	56	0	2.3
111733710	19.9	56	0	1.9
111733740	19.7	58	0	0.4
111733770	19.5	58	0	0.8
111733800	19.1	60	0	0.5
111733830	19.1	60	0	0.7
111733860	19.1	59	0	1.6
111733890	18.8	62	0	2.1
