min1800	t2m	rh	padavine	veter_hitrost
111640320	10.6	91	1.4	0.5
111640350	10.5	91	2.5	0.8
111640380	10.4	92	1.9	0.7
111640410	10.3	93	0.1	0.8
111640440	10.4	93	0.9	0.6
111640470	10.3	93	0.3	0.3
111640500	10.4	94	0	0.2
111640530	10.4	93	0	0.5
111640560	10.5	93	0	0.5
111640590	10.4	94	0	0.9
111640620	10.4	94	0	0.7
111640650	10.3	94	0	0.9
111640680	10.2	94	0	1
111640710	10.2	94	0	1.1
111640740	10.3	94	0	1.2
111640770	10.7	93	0	1.4
111640800	11.1	91	0	1.3
111640830	11.7	88	0	1.2
111640860	12.2	85	0	0.6
111640890	12.8	81	0	1
111640920	13.4	77	0	2.5
111640950	13.7	73	0	4
111640980	14.2	73	0	3.7
111641010	14.1	72	0	3.2
111641040	13.6	76	0	1.7
111641070	13.7	76	0	2.5
111641100	13.9	74	0	3.2
111641130	14	72	0	2.2
111641160	14.5	72	0	1.8
111641190	14.5	69	0	1.6
111641220	14.9	67	0	1.9
111641250	15.2	64	0	2.6
111641280	15.8	60	0	2.9
111641310	15.1	62	0	2.3
111641340	14.2	69	0.2	2.5
111641370	12.5	82	0.3	2.2
111641400	12	85	0.6	2.4
111641430	11.2	87	2.8	3.6
111641460	10.7	90	1.5	2.4
111641490	10.2	87	0.4	3.7
111641520	8.3	89	2	4.4
111641550	7.6	92	2.4	3.7
111641580	7.4	92	3.2	2.3
111641610	7.3	93	3.2	1.6
111641640	7.2	93	1.5	1.5
111641670	7.1	92	1.2	1.2
111641700	6.8	88	1.3	0.9
111641730	6.7	89	1.4	0.7
