min1800	t2m	rh	padavine	veter_hitrost
111846240	14.8	82	0	0.7
111846270	14.2	84	0	0.3
111846300	13.9	84	0	0.6
111846330	13.6	86	0	0.4
111846360	13.2	88	0	0.9
111846390	12.9	90	0	0.6
111846420	12.6	91	0	0.3
111846450	12.3	91	0	0.5
111846480	12.1	92	0	0.6
111846510	11.8	92	0	0.3
111846540	11.6	93	0	0.5
111846570	11.5	94	0	0.4
111846600	11.5	94	0	0.3
111846630	11.9	92	0	0.5
111846660	12.8	88	0	0.9
111846690	14	83	0	0.9
111846720	15.2	78	0	1.1
111846750	15.9	76	0	0.9
111846780	16.9	71	0	0.9
111846810	18.4	66	0	0.9
111846840	19.5	60	0	0.9
111846870	20.7	55	0	1.4
111846900	21.4	52	0	1.3
111846930	22.4	49	0	1.8
111846960	23.6	46	0	1.8
111846990	24.8	43	0	1.6
111847020	25.4	41	0	1.5
111847050	26.1	40	0	1.9
111847080	26.6	38	0	1.3
111847110	27.4	37	0	1.4
111847140	28.1	36	0	1.5
111847170	27.9	37	0	2.2
111847200	27.8	39	0	2
111847230	27.7	38	0	1
111847260	28	38	0	0.9
111847290	27.6	40	0	1.3
111847320	26.5	43	0	1.5
111847350	25.9	45	0	0.9
111847380	24.9	48	0	1.5
111847410	24	52	0	1.2
111847440	22.9	56	0	1.4
111847470	22	60	0	0.7
111847500	20.9	67	0	0.5
111847530	20.1	72	0	0.6
111847560	19.4	75	0	0.6
111847590	18.9	76	0	0.3
111847620	18.6	79	0	0.5
111847650	18.2	82	0	0.3
