min1800	t2m	rh	padavine	veter_hitrost
111821760	19.6	61	0	1.4
111821790	19.5	61	0	0.7
111821820	19.2	63	0	1
111821850	18.7	64	0	1.3
111821880	18.4	65	0	1.3
111821910	17.9	66	0	1.1
111821940	17.4	68	0	0.6
111821970	16.9	70	0	0.6
111822000	16.6	73	0	1.2
111822030	16.1	79	0	1.5
111822060	15.7	83	0	0.8
111822090	15.4	84	0	1.1
111822120	15.6	84	0	0.8
111822150	16.2	80	0	0.7
111822180	16.4	80	0	1.1
111822210	17.2	77	0	0.6
111822240	18.1	72	0	1
111822270	19.2	67	0	1.1
111822300	20.4	61	0	1.5
111822330	21.3	55	0	1.2
111822360	22.2	50	0	1.7
111822390	22.4	50	0	1.5
111822420	23.2	47	0	1.9
111822450	23.7	46	0	2
111822480	24.4	42	0	1.8
111822510	25	40	0	2
111822540	25.8	38	0	1.6
111822570	26	37	0	2.3
111822600	22.8	52	0	7.3
111822630	19.1	72	0	3.7
111822660	19.8	65	0	2.3
111822690	21	59	0	2.6
111822720	22	56	0	3
111822750	22.4	53	0	3
111822780	22.2	53	0	3.4
111822810	21.4	57	0	3.7
111822840	20.9	62	0	2.9
111822870	20.2	64	0	3.5
111822900	19.6	66	0	3.1
111822930	19.1	66	0	2.2
111822960	18.7	68	0	2.2
111822990	18.1	69	0	2.5
111823020	17.5	72	0	1.8
111823050	17.1	73	0	1.6
111823080	16.8	74	0	0.9
111823110	16.4	76	0	1
111823140	15.9	79	0	1.1
111823170	15.7	80	0	1.4
