min1800	t2m	rh	padavine	veter_hitrost
112023360	1.7	86	0	0.5
112023390	1.3	88	0	0.7
112023420	1	89	0	0.4
112023450	0.6	90	0	0.4
112023480	0.3	91	0	0.6
112023510	0.2	92	0	0.7
112023540	-0.1	92	0	0.9
112023570	-0.4	92	0	0.6
112023600	-0.7	93	0	0.3
112023630	-0.8	93	0	0.6
112023660	-1	93	0	0.5
112023690	-1.1	94	0	0.8
112023720	-1	94	0	1.1
112023750	-1.2	93	0	1.1
112023780	-1.5	93	0	0.5
112023810	-1.6	94	0	0.7
112023840	-1.7	94	0	0.5
112023870	-1.4	94	0	0.5
112023900	-0.8	93	0	0.4
112023930	-0.2	92	0	0.4
112023960	0.2	90	0	0.5
112023990	0.6	89	0	0.4
112024020	1.2	86	0	0.7
112024050	1.7	83	0	0.7
112024080	2	81	0	1.1
112024110	2.1	78	0	1.3
112024140	2.3	77	0	1.3
112024170	2.8	75	0	1
112024200	2.6	75	0	1.6
112024230	2.8	75	0	1.1
112024260	2.9	74	0	1.1
112024290	3	72	0	0.5
112024320	2.6	73	0	0.6
112024350	2	77	0	0.3
112024380	1.4	81	0	0.5
112024410	0.7	83	0	0.1
112024440	0.2	86	0	0.3
112024470	0	88	0	0.6
112024500	-0.4	89	0	0.6
112024530	-0.6	90	0	0.4
112024560	-0.8	91	0	0.4
112024590	-0.9	92	0	0.9
112024620	-1.1	92	0	0.6
112024650	-1.3	93	0	0.4
112024680	-1.4	93	0	0.3
112024710	-1.6	94	0	0.5
112024740	-1.7	94	0	0.4
112024770	-2	94	0	0.6
