min1800	t2m	rh	padavine	veter_hitrost
111551040	-9.3	73	0	1.8
111551070	-9.3	74	0	2
111551100	-9.4	74	0	1.8
111551130	-9.5	75	0	1.5
111551160	-9.5	74	0	1.7
111551190	-9.4	72	0	1.8
111551220	-9.5	71	0	1.9
111551250	-9.6	72	0	1.9
111551280	-9.6	73	0	1.6
111551310	-9.6	72	0	2
111551340	-9.7	71	0	2
111551370	-9.7	69	0	2.3
111551400	-9.7	69	0	1.9
111551430	-9.8	70	0	1.6
111551460	-10	70	0	1.9
111551490	-10.5	70	0	1.9
111551520	-10.4	70	0	1.3
111551550	-10.3	67	0	1.8
111551580	-10.2	66	0	2
111551610	-9.3	63	0	1.9
111551640	-8.8	59	0	2.1
111551670	-8.6	58	0	2.1
111551700	-7.9	55	0	2.3
111551730	-7.7	53	0	2.6
111551760	-7.2	51	0	2.7
111551790	-7.3	52	0	2.5
111551820	-7.2	53	0	2.4
111551850	-7.2	53	0	2.2
111551880	-7.1	52	0	2.4
111551910	-6.7	51	0	2.2
111551940	-6.4	51	0	2.4
111551970	-6.2	50	0	2.5
111552000	-6.6	50	0	2.4
111552030	-7	51	0	2.1
111552060	-7.4	52	0	1.9
111552090	-7.9	55	0	2
111552120	-8.3	56	0	2
111552150	-8.6	58	0	1.8
111552180	-8.8	60	0	1.9
111552210	-8.7	61	0	1.9
111552240	-8.7	64	0	2.4
111552270	-8.8	65	0	2
111552300	-8.9	66	0	1.8
111552330	-8.9	65	0	1.6
111552360	-9	65	0	1.3
111552390	-9	65	0	1.9
111552420	-8.8	60	0	2.6
111552450	-8.8	56	0	2.5
