min1800	t2m	rh	padavine	veter_hitrost
111677760	15.6	66	0	0.4
111677790	14.7	71	0	0.5
111677820	14.1	74	0	0.3
111677850	13.8	76	0	0.5
111677880	12.9	85	0	0.3
111677910	12.4	90	0	0
111677940	12.1	90	0	0.5
111677970	11.7	90	0	0.3
111678000	11.4	92	0	0.4
111678030	10.7	93	0	0.8
111678060	10.4	95	0	0.3
111678090	10.1	96	0	0.3
111678120	10.2	95	0	0
111678150	11.1	93	0	0.2
111678180	12.2	88	0	1.1
111678210	12.3	89	0	1.9
111678240	13.7	82	0	1.4
111678270	15	72	0	0.8
111678300	16.8	65	0	0.4
111678330	18.6	56	0	1
111678360	19.9	50	0	1.2
111678390	21.2	47	0	1.8
111678420	21.8	42	0	1.8
111678450	22.4	38	0	2.1
111678480	23.1	35	0	1.8
111678510	23.3	30	0	1.9
111678540	23.6	29	0	2.7
111678570	24	30	0	3
111678600	24.3	31	0	3.2
111678630	24.5	30	0	4.1
111678660	24.6	30	0	4.6
111678690	24.5	30	0	3.5
111678720	24.6	30	0	3.7
111678750	24.3	30	0	4.1
111678780	24.1	30	0	4.1
111678810	23.5	34	0	4.5
111678840	22.6	37	0	4.2
111678870	22	39	0	4
111678900	20.8	42	0	4.6
111678930	19.7	45	0	3.8
111678960	18.5	47	0	4
111678990	17.5	49	0	4
111679020	16.8	50	0	3
111679050	16.5	51	0	3.6
111679080	16	52	0	3.6
111679110	15.5	53	0	3.2
111679140	15.2	53	0	1.5
111679170	14.8	55	0	0.7
