min1800	t2m	rh	padavine	veter_hitrost
111764160	24	62	0	0.5
111764190	23.5	68	0	0.4
111764220	22.7	72	0	0.2
111764250	22.2	75	0	0.1
111764280	22	74	0	0.7
111764310	21.5	79	0	0.1
111764340	21.2	83	0	0.1
111764370	21	80	0	0.1
111764400	20.8	79	0	0
111764430	20.5	74	0	0.2
111764460	20.5	75	0	0.1
111764490	20.8	75	0	0.2
111764520	21.5	72	0	0.2
111764550	22.4	69	0	0.1
111764580	23.4	66	0	0.3
111764610	24.4	61	0	0.4
111764640	25.4	59	0	1.1
111764670	26.8	58	0	1.1
111764700	28	54	0	2.5
111764730	28.7	51	0	3
111764760	29.2	50	0	3.1
111764790	29.7	50	0	3.1
111764820	29.8	49	0	3
111764850	30.5	48	0	3.6
111764880	31.1	47	0	3
111764910	31.7	45	0	3.1
111764940	32.4	43	0	2.8
111764970	33.1	39	0	2.8
111765000	33	40	0	3.2
111765030	33.1	40	0	3.3
111765060	32.6	42	0	2.7
111765090	32.9	42	0	3
111765120	32.9	42	0	2.3
111765150	32.7	43	0	3.2
111765180	32.1	45	0	2.4
111765210	31.9	47	0	2.5
111765240	30.7	50	0	2.4
111765270	30.3	52	0	2.7
111765300	30.1	53	0	2
111765330	29.6	55	0	1.9
111765360	28.9	57	0	1.4
111765390	28	60	0	1.1
111765420	27.5	61	0	0.9
111765450	26.9	63	0	0.7
111765480	26.4	66	0	0.2
111765510	25.9	68	0	0.2
111765540	25.4	70	0	0.1
111765570	25.2	72	0	0.6
