min1800	t2m	rh	padavine	veter_hitrost
111588480	6.3	85	0	0.3
111588510	6	87	0	0.3
111588540	5.7	88	0	0.6
111588570	5.3	89	0	0.4
111588600	4.8	90	0	0.4
111588630	4.4	90	0	0.4
111588660	4.2	91	0	0.8
111588690	4.1	92	0	0.6
111588720	3.7	92	0	0.4
111588750	3.5	93	0	0.7
111588780	3.1	93	0	0.6
111588810	2.7	93	0	0.4
111588840	2.5	94	0	0.8
111588870	2.4	94	0	0.4
111588900	2.2	95	0	0.6
111588930	2.1	95	0	0.5
111588960	2.6	95	0	0.5
111588990	3.3	93	0	0.8
111589020	4.5	86	0	0.7
111589050	6.1	80	0	0.8
111589080	7.3	76	0	0.6
111589110	8.6	70	0	0.9
111589140	10.3	64	0	0.7
111589170	11.7	61	0	0.9
111589200	12.8	59	0	0.8
111589230	14.1	56	0	0.9
111589260	14.7	54	0	1
111589290	15.2	53	0	1
111589320	16	51	0	1.1
111589350	16.5	51	0	1.1
111589380	17.9	47	0	1.4
111589410	18.4	44	0	1.7
111589440	18.6	44	0	1.7
111589470	18.9	44	0	1.9
111589500	18.4	45	0	1.3
111589530	17.8	46	0	1.6
111589560	16.7	48	0	1
111589590	15.3	52	0	1.1
111589620	14.4	57	0	1.2
111589650	13.8	60	0	0.9
111589680	12.8	64	0	1.1
111589710	12.1	68	0	0.8
111589740	11.4	70	0	1.1
111589770	10.7	73	0	1.3
111589800	10.2	75	0	0.8
111589830	9.5	78	0	1.1
111589860	9	79	0	0.7
111589890	8.5	81	0	0.8
