min1800	t2m	rh	padavine	veter_hitrost
111569760	-0.9	74	0	0.2
111569790	-1.1	76	0	0.2
111569820	-1.4	77	0	0.5
111569850	-1.7	79	0	0.8
111569880	-1.9	80	0	0.3
111569910	-2.2	81	0	0.2
111569940	-2.3	81	0	0.8
111569970	-2.4	81	0	0.7
111570000	-2.8	82	0	0.9
111570030	-2.9	83	0	0.5
111570060	-3	84	0	0.5
111570090	-3.3	84	0	0.5
111570120	-3.6	85	0	0.2
111570150	-3.7	86	0	0.5
111570180	-3.7	86	0	0.5
111570210	-3.7	86	0	0.7
111570240	-3.6	86	0	0.7
111570270	-3.1	85	0	0.5
111570300	-2.4	82	0	0.3
111570330	-1.3	79	0	0.2
111570360	-0.5	75	0	0.3
111570390	0.3	72	0	0.7
111570420	1.4	68	0	0.8
111570450	2.7	62	0	0.9
111570480	3.9	57	0	0.8
111570510	5.3	51	0	0.9
111570540	6	48	0	1
111570570	6.9	45	0	1.1
111570600	7.6	42	0	1.1
111570630	8.5	40	0	0.8
111570660	9	39	0	0.8
111570690	9.8	38	0	0.7
111570720	10.8	34	0	1
111570750	10.5	32	0	1
111570780	9.2	36	0	1.7
111570810	8.6	38	0	1.6
111570840	7.3	41	0	1.8
111570870	6.6	44	0	2.2
111570900	6.1	47	0	3.1
111570930	5.8	51	0	3.5
111570960	5.3	54	0	3.5
111570990	4.9	57	0	2.9
111571020	4.7	61	0	2.8
111571050	4.4	62	0	2.7
111571080	3.9	63	0	2.1
111571110	3.3	64	0	1.8
111571140	2.9	65	0	1.2
111571170	1.8	69	0	0.6
