min1800	t2m	rh	padavine	veter_hitrost
111634560	8.1	47	0	2.3
111634590	8	47	0	2.7
111634620	7.8	48	0	1.2
111634650	7.9	48	0	0.7
111634680	8.1	48	0	1.2
111634710	9.4	50	0	1.7
111634740	9.2	50	0	1
111634770	9.2	52	0	0.9
111634800	9.3	55	0	1.2
111634830	9.6	58	0	1.8
111634860	9.8	62	0	0.9
111634890	9.9	65	0	1.5
111634920	9.9	68	0	1.7
111634950	9.7	69	0	1.2
111634980	9.8	69	0	1.1
111635010	10.1	69	0	2.3
111635040	10.1	70	0	2.8
111635070	10	69	0	2.1
111635100	10	66	0	1.5
111635130	10.9	69	0	2.4
111635160	11.2	69	0	2.9
111635190	11.5	69	0	2.7
111635220	11.9	69	0	3
111635250	12.5	69	0	3
111635280	13.5	66	0	3.5
111635310	13.1	68	0	4.7
111635340	14.2	66	0	4.9
111635370	14.5	64	0	5.2
111635400	14.2	65	0	4.7
111635430	14.4	66	0	5
111635460	14.2	67	0	4.6
111635490	13.7	70	0	4.3
111635520	13.5	70	0	4.1
111635550	13.6	71	0	4.4
111635580	13.1	72	0	3.6
111635610	12.9	73	0	3.8
111635640	12.5	75	0	3.4
111635670	12.3	76	0	3.1
111635700	11.7	82	0	2
111635730	11.7	82	0	2.1
111635760	11.3	85	0	1.9
111635790	11.3	85	0	1.9
111635820	11.3	85	0	1.2
111635850	11.2	86	0	1.3
111635880	11.6	84	0	1.5
111635910	11.5	84	0	1.5
111635940	11.6	84	0	0.9
111635970	11.7	83	0	0.9
