min1800	t2m	rh	padavine	veter_hitrost
111811680	23.4	69	0	0.5
111811710	23.3	70	0	0.9
111811740	22.9	72	0	0.7
111811770	22.5	74	0	0.3
111811800	21.9	76	0	0.5
111811830	21.3	78	0	0.4
111811860	20.8	80	0	0.8
111811890	20.5	82	0	0.2
111811920	20.3	83	0	0.2
111811950	20	84	0	0.7
111811980	19.7	85	0	0.6
111812010	19.5	86	0	0.2
111812040	19.7	85	0	0.1
111812070	20.7	81	0	0.1
111812100	21.8	77	0	0.1
111812130	22.4	74	0	0.4
111812160	23.4	70	0	0.6
111812190	24.1	65	0	0.7
111812220	24.9	60	0	0.9
111812250	25.9	56	0	0.9
111812280	26.6	54	0	1.1
111812310	27.4	52	0	1.6
111812340	27.9	52	0	1
111812370	28.4	50	0	1.4
111812400	29.4	48	0	1.7
111812430	29.7	45	0	0.9
111812460	30.5	43	0	1.3
111812490	31.2	41	0	1.7
111812520	31.6	41	0	2.4
111812550	31.9	40	0	1.9
111812580	32.2	39	0	2.3
111812610	32.4	39	0	1.8
111812640	32.4	39	0	1.4
111812670	32.7	39	0	2
111812700	32.4	40	0	2.1
111812730	32	42	0	2.2
111812760	31.4	45	0	2.5
111812790	30.8	46	0	1.5
111812820	30	49	0	1.3
111812850	29.3	51	0	0.6
111812880	28.6	53	0	0.8
111812910	28.1	56	0	1.2
111812940	27.1	61	0	2
111812970	26	64	0	2.1
111813000	25.2	65	0	1.4
111813030	24.6	67	0	0.3
111813060	24.1	70	0	0.3
111813090	23.6	72	0	0.6
