min1800	t2m	rh	padavine	veter_hitrost
111621600	13.1	57	0	1.2
111621630	12.8	62	0	0.4
111621660	12.6	66	0	0.3
111621690	12.3	68	0	0.9
111621720	12	71	0.4	2
111621750	11.2	78	0.1	0.8
111621780	10.9	81	0	0.9
111621810	10.6	82	0	1.3
111621840	10.5	84	0	0.5
111621870	10.5	84	0	0.3
111621900	10.4	85	0	0.9
111621930	10	78	0	0.9
111621960	9.4	80	0	0.2
111621990	9	85	0	0.5
111622020	9.3	88	0	0.5
111622050	9.9	86	0	0.7
111622080	10.1	83	0	1.3
111622110	10.5	81	0	0.8
111622140	11.4	74	0	0.2
111622170	12.8	69	0	0.6
111622200	13.8	65	0	0.4
111622230	14.9	58	0	0.6
111622260	15.7	52	0	1
111622290	16.7	48	0	1.2
111622320	17.4	45	0	1.8
111622350	18	42	0	2.5
111622380	18.5	39	0	3.2
111622410	18.7	39	0	3
111622440	19.2	39	0	2.6
111622470	19.2	37	0	2.9
111622500	19	35	0	1.9
111622530	19.3	34	0	1.3
111622560	19.3	34	0	1.3
111622590	19.3	33	0	1.1
111622620	19.2	33	0	1.1
111622650	18.9	34	0	1
111622680	18.1	36	0	0.4
111622710	17.1	39	0	0.6
111622740	16.2	43	0	0.9
111622770	15.1	47	0	0.4
111622800	14.1	51	0	0.5
111622830	13.5	53	0	0.8
111622860	12.8	57	0	0.4
111622890	12	60	0	0.9
111622920	11.5	63	0	0.7
111622950	10.8	65	0	0.6
111622980	10.5	67	0	0.9
111623010	9.9	69	0	0.4
