min1800	t2m	rh	padavine	veter_hitrost
111731040	19.9	66	0	2
111731070	20	66	0	2.5
111731100	19.2	70	0	0.8
111731130	18.2	74	0	0.8
111731160	18.1	74	0	0.8
111731190	17.2	78	0	0.7
111731220	16.6	83	0	0.6
111731250	16.2	83	0	1.2
111731280	16	83	0	0.3
111731310	16.1	84	0	0.4
111731340	16.6	83	0	0.4
111731370	16.7	84	0.2	0.9
111731400	16.1	88	0.1	1.8
111731430	16	88	0.1	0.8
111731460	16.5	90	0.4	1.3
111731490	16.7	90	0.1	0.7
111731520	16.8	91	0	1.3
111731550	16.8	91	0.1	1.4
111731580	17.2	87	0	0.3
111731610	17.9	84	0	0.6
111731640	18.2	83	0.1	1.1
111731670	18.5	86	0.1	0.7
111731700	18.6	85	0	1
111731730	18.3	86	0.2	0.6
111731760	17.8	90	2.8	1.4
111731790	17.7	92	2.4	0.9
111731820	17.7	94	3	1.8
111731850	17.5	94	1.7	0.9
111731880	17.6	94	1.1	1.2
111731910	17.6	94	1.2	0.6
111731940	17.4	95	2.2	1.8
111731970	17.5	95	0.2	1.6
111732000	18.4	91	0	1.7
111732030	18.8	85	0	0.9
111732060	18.7	87	0.3	0.2
111732090	18.8	88	0	0.4
111732120	18.5	89	0	1.5
111732150	18.1	90	0.6	0.4
111732180	17.9	92	0.2	0.6
111732210	17.8	92	0.2	0.8
111732240	17.8	92	0.1	0.7
111732270	17.3	92	0	0.5
111732300	17.2	95	0	1.1
111732330	17.1	96	0	1.1
111732360	17	96	0	1
111732390	17	95	0	0.7
111732420	16.9	95	0	0.5
111732450	16.7	95	0	1.4
