min1800	t2m	rh	padavine	veter_hitrost
111903840	14.9	85	0	1
111903870	14.3	88	0	0.9
111903900	14.4	88	0	0.6
111903930	14.5	85	0	0.8
111903960	14.4	84	0	0.7
111903990	14.2	86	0	0.4
111904020	14.2	87	0	0.5
111904050	13.8	88	0	0.7
111904080	13.5	89	0	0.5
111904110	13.3	92	0	0.4
111904140	13.1	92	0	0.7
111904170	13	90	0	0.8
111904200	13	91	0	0.7
111904230	13	91	0	0.6
111904260	13.2	90	0	0.4
111904290	13.5	89	0	0.5
111904320	13.8	88	0	0.6
111904350	14.3	87	0	0.8
111904380	15	85	0	1
111904410	15.5	84	0	1.2
111904440	16.3	81	0	0.6
111904470	17.9	77	0	1.8
111904500	18.8	74	0	3.4
111904530	18.8	75	0	3.8
111904560	19.2	74	0	2.3
111904590	19.5	72	0	2.5
111904620	20	69	0	3.1
111904650	20.6	64	0	3.7
111904680	20.4	65	0	4
111904710	20.2	65	0	4.3
111904740	20.3	63	0	4.6
111904770	20.1	64	0	4.6
111904800	20.1	64	0	4.6
111904830	19.8	65	0	3.8
111904860	19.5	66	0	2.6
111904890	19.2	68	0	2.7
111904920	18	71	3.1	4.5
111904950	14.2	90	5	1.2
111904980	14.4	92	0.1	1.9
111905010	14.3	93	0	2.1
111905040	14	92	0	0.4
111905070	13.6	94	0	1
111905100	13.3	95	0	0.7
111905130	12.9	96	0	0.7
111905160	12.4	96	0	1
111905190	12.4	97	0	1
111905220	12.2	97	0	0.8
111905250	12.1	98	0	1.8
