min1800	t2m	rh	padavine	veter_hitrost
111636000	11.7	82	0	0.9
111636030	11.7	83	0	1.1
111636060	11.7	83	0	0.9
111636090	11.5	83	0	1.1
111636120	11.3	84	0	0.7
111636150	11.2	88	0.1	0.9
111636180	11.1	88	0	0.9
111636210	11.2	88	0	1.2
111636240	11.1	89	0	1.3
111636270	10.8	90	0	1.1
111636300	10.8	90	0	1.4
111636330	10.8	90	0	0.6
111636360	10.8	91	1.1	0.4
111636390	10.9	93	1.2	0.8
111636420	11	94	0.3	1.3
111636450	11.4	93	0.2	1
111636480	11.8	91	0.1	1
111636510	12.1	91	0.1	0.7
111636540	12.7	88	0	1
111636570	12.7	88	0	0.9
111636600	12.8	89	0.2	1
111636630	13.2	88	0.4	1.8
111636660	13.5	86	0	2.7
111636690	14.8	82	0	1.9
111636720	15.9	77	0	2.7
111636750	16.5	71	0	3.3
111636780	16	72	0	3.2
111636810	16.8	66	0	2.9
111636840	17	64	0	2.7
111636870	17.6	61	0	2.1
111636900	17.5	60	0	2.2
111636930	17.7	60	0	2.3
111636960	17.8	59	0	2.6
111636990	17.4	61	0	2.6
111637020	17.3	63	0	2.5
111637050	16.8	64	0	1.9
111637080	16.1	68	0	3.4
111637110	13.7	79	0.5	3.4
111637140	13.2	84	0.1	1.3
111637170	13.2	85	0	1.5
111637200	13	86	0	1
111637230	13	87	0	0.4
111637260	12.7	89	0	0.8
111637290	12.5	90	0	0.4
111637320	12.5	91	0	0.3
111637350	12.5	90	0	0.8
111637380	12.4	90	0	0.4
111637410	12.4	90	0	0.7
