min1800	t2m	rh	padavine	veter_hitrost
111612960	10.5	75	0	2.8
111612990	10.6	75	0	2.8
111613020	10.9	74	0	2.1
111613050	10.7	75	0	1.4
111613080	10.5	78	0	1.3
111613110	10.4	82	0	1.2
111613140	10.5	82	0	0.2
111613170	10.4	83	0	0.7
111613200	10.5	83	0	0.7
111613230	10	84	0	1.1
111613260	9	87	0	0.6
111613290	8.5	89	0	0.5
111613320	8.6	91	0	0.2
111613350	8.8	91	0	0.4
111613380	8.9	90	0	0.5
111613410	8.9	90	0	0.4
111613440	9.6	89	0	0.3
111613470	10.3	87	0	0.6
111613500	11.3	84	0	0.3
111613530	13	74	0	1.1
111613560	13.8	68	0	1.7
111613590	14.4	64	0	2.1
111613620	14.9	59	0	3.3
111613650	14.9	58	0	3.8
111613680	15.5	58	0	3.5
111613710	15.3	56	0	2.2
111613740	15	58	0	1.6
111613770	14.9	58	1	3.7
111613800	11.9	72	3.2	4
111613830	10.9	81	2.6	4.1
111613860	10.4	84	0.8	2.6
111613890	10.5	82	0.1	1.8
111613920	10.4	86	1.4	1.3
111613950	10.5	88	0	2
111613980	10.3	89	0.1	1.8
111614010	10.1	90	0	1.4
111614040	10	90	0	1.1
111614070	10	91	0.1	1.5
111614100	10	91	3.4	1.3
111614130	9.8	92	2.1	1.2
111614160	9.6	94	0.3	1.5
111614190	9.6	94	2.2	1.1
111614220	9.5	94	0.7	0.9
111614250	9.6	94	1.1	0.4
111614280	9.6	94	0.4	0.8
111614310	9.6	94	0.7	0.9
111614340	9.6	94	0.6	0.7
111614370	9.6	94	0	0.9
