min1800	t2m	rh	padavine	veter_hitrost
111775680	20.5	90	0	0.3
111775710	20.4	91	0	1
111775740	20.2	91	0	1.4
111775770	19.8	90	0	1
111775800	20	90	0	0.8
111775830	20.4	88	0	0.6
111775860	20.6	72	0	1.1
111775890	20.3	77	0	1.3
111775920	19.3	84	0	1.6
111775950	18.8	83	0	0.5
111775980	18.7	79	0	1.1
111776010	19.3	72	0	1.6
111776040	20.1	66	0	1.3
111776070	20.7	64	0	1
111776100	21.1	63	0	0.9
111776130	21.4	63	0	0.8
111776160	22.5	61	0	0.5
111776190	23.4	58	0	0.7
111776220	24.1	57	0	1.4
111776250	24.6	56	0	1.9
111776280	25.4	52	0	2
111776310	25.9	51	0	1.5
111776340	26.5	50	0	1.5
111776370	27.2	49	0	2.2
111776400	27.6	47	0	2.2
111776430	28.3	46	0	2
111776460	28.7	46	0	2
111776490	28.9	45	0	2
111776520	29.4	46	0	2.6
111776550	28.7	46	0	2
111776580	27.3	53	0.1	1.7
111776610	25.1	67	0	2.9
111776640	22.6	76	0	2.5
111776670	23.1	75	0	1.6
111776700	23.6	69	0	1.9
111776730	24.1	64	0	2.7
111776760	24.2	66	0	2.4
111776790	24.4	64	0	1.8
111776820	24	64	0	1.3
111776850	23.5	66	0	1.1
111776880	23	69	0	1.4
111776910	22.5	74	0	0.9
111776940	21.8	76	0	1.1
111776970	21.2	78	0	1.1
111777000	20.6	79	0	1
111777030	20.3	80	0	1.1
111777060	19.9	80	0	0.6
111777090	19.7	82	0	1.1
