min1800	t2m	rh	padavine	veter_hitrost
111906720	9.5	85	0	0.3
111906750	9.4	86	0	0.7
111906780	9.4	87	0	0.4
111906810	9.4	87	0	0.5
111906840	9.4	87	0	1.2
111906870	9.1	88	0	0.6
111906900	9.4	88	0	0.7
111906930	9.3	88	0	0.5
111906960	8.9	91	0	0.9
111906990	8.8	91	0	0.8
111907020	8.9	90	0	0.6
111907050	8.9	90	0	0.9
111907080	8.8	90	0	0.9
111907110	9	90	0	0.6
111907140	9.2	90	0	0.6
111907170	9.5	89	0	0.7
111907200	9.7	87	0	0.9
111907230	10.1	86	0	0.5
111907260	10.5	85	0	0.9
111907290	11	83	0	0.6
111907320	11.6	78	0	0.7
111907350	13	73	0	1
111907380	13.6	66	0	0.8
111907410	14.5	63	0	0.8
111907440	15.4	61	0	0.6
111907470	16.2	59	0	1.3
111907500	17.3	58	0	2.2
111907530	18	55	0	3.1
111907560	17.9	54	0	3.1
111907590	18.1	54	0	3.6
111907620	18.1	54	0	3.5
111907650	18.4	54	0	2.4
111907680	18.2	55	0	3
111907710	17.7	56	0	3.3
111907740	17.1	59	0	2.9
111907770	16.6	62	0	3
111907800	16.2	65	0	3.2
111907830	15.7	68	0	3.4
111907860	15.2	70	0	3.3
111907890	15	71	0	2.6
111907920	14.3	74	0	1.9
111907950	13.9	77	0	1.1
111907980	13.8	78	0	0.4
111908010	13.8	78	0	0.7
111908040	14.1	75	0	1.8
111908070	14.2	74	0	0.6
111908100	13.9	77	0	1
111908130	13.2	82	0	1.1
