min1800	t2m	rh	padavine	veter_hitrost
111670560	14.4	72	0	0.8
111670590	13.8	75	0	0.1
111670620	13.2	78	0	0.5
111670650	12.6	81	0	0.3
111670680	12.3	82	0	0
111670710	11.9	84	0	0.3
111670740	11.6	85	0	0.1
111670770	11.2	87	0	0
111670800	10.9	88	0	0
111670830	10.5	89	0	0
111670860	10.2	91	0	0
111670890	10.3	92	0	0.2
111670920	10.9	88	0	0.3
111670950	11.9	84	0	0.1
111670980	13.1	79	0	0.3
111671010	14.3	75	0	0.7
111671040	15.1	71	0	0.8
111671070	16.7	65	0	0.8
111671100	18.4	59	0	0.3
111671130	20	53	0	0.6
111671160	21.5	48	0	0.7
111671190	22.7	45	0	1
111671220	23.6	42	0	1
111671250	24.3	41	0	1.3
111671280	25.1	40	0	1.3
111671310	25.7	38	0	1.9
111671340	26.4	36	0	2
111671370	26.8	34	0	2.2
111671400	27.4	34	0	1.8
111671430	27.7	34	0	1.8
111671460	27.9	34	0	1.6
111671490	28.2	32	0	1.7
111671520	28.4	33	0	2.1
111671550	28.4	32	0	2.1
111671580	28.4	32	0	2.4
111671610	28	32	0	2.1
111671640	27.5	33	0	2
111671670	26.6	35	0	1.9
111671700	25.6	38	0	1.5
111671730	24.7	40	0	1.7
111671760	23.8	43	0	0.5
111671790	22.3	47	0	0.7
111671820	21	51	0	0.6
111671850	19.8	56	0	0.5
111671880	19	59	0	0.4
111671910	18.3	62	0	0.5
111671940	17.5	66	0	0.9
111671970	16.8	69	0	0.1
