min1800	t2m	rh	padavine	veter_hitrost
111788640	19.5	66	0	0.7
111788670	18.9	68	0	0.3
111788700	18.4	71	0	1.1
111788730	18.2	72	0	0.7
111788760	17.7	75	0	0.4
111788790	17.1	79	0	0.5
111788820	16.8	80	0	0.1
111788850	16.6	80	0	0.1
111788880	16.4	80	0	0.4
111788910	16	82	0	0
111788940	15.9	84	0	0.4
111788970	15.7	84	0	0.9
111789000	16	83	0	0.8
111789030	17	80	0	0.2
111789060	18	76	0	0.3
111789090	18.9	72	0	0.7
111789120	20.1	68	0	1.1
111789150	20.8	66	0	1
111789180	22.3	61	0	0.9
111789210	24	57	0	1.1
111789240	25.3	53	0	1.1
111789270	26.4	49	0	0.9
111789300	27.6	47	0	1.4
111789330	29.1	39	0	2.9
111789360	30	34	0	4.2
111789390	30.2	32	0	5.5
111789420	30.5	32	0	4.7
111789450	31.2	31	0	4.1
111789480	31.6	29	0	4
111789510	31.8	28	0	3.7
111789540	32.2	29	0	3.8
111789570	32	32	0	4.7
111789600	32	34	0	4.9
111789630	31.6	32	0	6.5
111789660	30.9	28	0	7.2
111789690	30.2	29	0	6.5
111789720	29.8	32	0	4.8
111789750	28.8	34	0	3.7
111789780	28	37	0	3.5
111789810	27.2	40	0	2.5
111789840	26.3	44	0	2
111789870	25.6	48	0	2
111789900	24.9	53	0	1
111789930	24.3	55	0	1.5
111789960	23.6	58	0	0.9
111789990	22.9	61	0	0.4
111790020	22.3	64	0	0.3
111790050	21.4	67	0	0
