min1800	t2m	rh	padavine	veter_hitrost
111787200	19.5	67	0	1.1
111787230	19.4	68	0	1.8
111787260	18.8	71	0	1
111787290	18.3	73	0	0.5
111787320	18.2	74	0	0.6
111787350	18.1	74	0	1
111787380	17.5	77	0	0.7
111787410	17	79	0	0.7
111787440	16.4	81	0	0
111787470	16.2	79	0	0.5
111787500	15.9	80	0	0.2
111787530	15.9	84	0	0.1
111787560	16.9	79	0	0.1
111787590	17.9	76	0	0.1
111787620	18.9	72	0	0.5
111787650	19.4	71	0	0.6
111787680	20.3	67	0	1.2
111787710	21.2	59	0	1.1
111787740	22	54	0	1.1
111787770	22.8	50	0	1.4
111787800	23.4	48	0	1.5
111787830	24	48	0	1.5
111787860	24.8	46	0	1.1
111787890	25.4	43	0	1.4
111787920	25.7	37	0	1.5
111787950	26.5	38	0	2.1
111787980	26.6	38	0	1.8
111788010	27.2	38	0	1.7
111788040	27.6	37	0	1.5
111788070	27.9	37	0	1.6
111788100	28.3	37	0	1.8
111788130	28.7	38	0	2
111788160	28.8	38	0	1.9
111788190	28.7	39	0	1.5
111788220	28.9	38	0	2
111788250	28.7	38	0	2.9
111788280	28.7	36	0	3
111788310	28.3	35	0	2.8
111788340	27.2	36	0	2.9
111788370	26.3	38	0	2.2
111788400	25.4	40	0	1.4
111788430	24.3	44	0	1.3
111788460	23.3	48	0	1.6
111788490	22.6	51	0	1.7
111788520	21.7	54	0	0.9
111788550	21.3	56	0	1.8
111788580	21	57	0	1
111788610	20.4	60	0	0.5
