min1800	t2m	rh	padavine	veter_hitrost
111739680	14.2	87	0	1.2
111739710	14.1	89	0	1.2
111739740	13.6	91	0	1.2
111739770	13.2	91	0	1.2
111739800	12.8	91	0	1.2
111739830	12.6	93	0	1.2
111739860	12.5	94	0	1.2
111739890	12.2	94	0	1.2
111739920	11.9	95	0	1.2
111739950	11.7	95	0	1.2
111739980	11.8	95	0	1.2
111740010	12.1	96	0	1.2
111740040	12.6	95	0	1.2
111740070	13.6	91	0	1.2
111740100	15	84	0	1.2
111740130	16.1	78	0	1.2
111740160	17	73	0	1.2
111740190	18.1	71	0	1.2
111740220	18.6	68	0	1.2
111740250	19.8	63	0	1.2
111740280	20.7	60	0	1.2
111740310	21.6	58	0	1.2
111740340	22.6	56	0	1.2
111740370	23.6	54	0	1.2
111740400	24.5	50	0	1.2
111740430	25.5	48	0	1.2
111740460	25.8	45	0	1.2
111740490	25.9	43	0	1.2
111740520	26.5	42	0	1.2
111740550	26.5	42	0	1.2
111740580	26.7	41	0	1.2
111740610	26.8	41	0	1.2
111740640	26.9	42	0	1.2
111740670	26.8	40	0	1.2
111740700	27	38	0	1.2
111740730	26.9	40	0	1.2
111740760	26.7	39	0	1.2
111740790	26.2	40	0	1.2
111740820	25	44	0	1.2
111740850	24	48	0	1.2
111740880	23	52	0	1.2
111740910	22.1	55	0	1.2
111740940	21.3	59	0	1.2
111740970	20.5	62	0	1.2
111741000	19.8	65	0	1.2
111741030	18.8	69	0	1.2
111741060	18.4	72	0	1.2
111741090	17.8	75	0	1.2
