min1800	t2m	rh	padavine	veter_hitrost
111836160	19.7	69	0	0.4
111836190	19.4	70	0	0.5
111836220	19.1	70	0	0.6
111836250	18.6	74	0	0.6
111836280	17.9	76	0	0.2
111836310	17.8	77	0	0.6
111836340	17.3	78	0	0.8
111836370	17.1	79	0	0.6
111836400	16.9	80	0	0.7
111836430	16.6	81	0	0.6
111836460	16.4	83	0	0.3
111836490	16.3	83	0	0.8
111836520	16.1	83	0	0.9
111836550	16.6	80	0	0.6
111836580	18	75	0	0.3
111836610	19.7	69	0	0.6
111836640	20.5	66	0	1.3
111836670	21.9	60	0	0.9
111836700	22.8	56	0	0.5
111836730	23.6	54	0	0.8
111836760	24.9	51	0	0.7
111836790	26.6	47	0	1
111836820	28.1	44	0	1.1
111836850	29.5	40	0	1
111836880	30.7	38	0	0.9
111836910	32.2	35	0	1.2
111836940	32.9	36	0	1.6
111836970	33.6	32	0	1.4
111837000	34.2	29	0	1
111837030	34.8	27	0	1.3
111837060	35.1	23	0	1.8
111837090	35.4	22	0	1.9
111837120	35.4	23	0	1.5
111837150	35.1	24	0	1.1
111837180	35.1	24	0	0.8
111837210	34.6	26	0	0.7
111837240	33.5	30	0	1.3
111837270	32.3	33	0	0.4
111837300	30.2	40	0	0.7
111837330	28.5	45	0	0.5
111837360	27.1	49	0	0.3
111837390	26.3	54	0	0.7
111837420	25.8	57	0	0.5
111837450	25	56	0	0.8
111837480	24.3	58	0	0.5
111837510	23.5	62	0	0.6
111837540	22.9	65	0	0.1
111837570	22.5	67	0	0.3
