min1800	t2m	rh	padavine	veter_hitrost
111870720	10.3	88	0	1.1
111870750	10.2	90	0	1.4
111870780	10.1	90	0	1.9
111870810	10.3	88	0	1.6
111870840	10.5	86	0	1.4
111870870	10.6	86	0	0.7
111870900	10.5	88	0	0.5
111870930	10.3	89	0	0.7
111870960	10.4	89	0	0.9
111870990	10.6	87	0	0.5
111871020	10.7	86	0	0.6
111871050	10.8	86	0	0.6
111871080	10.8	86	0	0.4
111871110	11	84	0	0.4
111871140	11.1	86	0	0.3
111871170	11.3	80	0	0.5
111871200	11.5	79	0	0.4
111871230	11.9	79	0	0.7
111871260	12.2	76	0	0.5
111871290	12.7	74	0	0.3
111871320	13.3	71	0	1
111871350	14.2	68	0	0.9
111871380	15.4	63	0	0.9
111871410	16.6	56	0	1.8
111871440	17.3	52	0	2.7
111871470	17.2	51	0	2.5
111871500	16.2	56	0	1.7
111871530	15.8	59	0	1.4
111871560	15.6	60	0	1.3
111871590	15.3	65	0	2.4
111871620	14.7	66	0	2.5
111871650	14.4	68	0	2.2
111871680	14.6	66	0	1.5
111871710	14.4	67	0	1
111871740	14.2	66	0	1.3
111871770	13.7	66	0	2.2
111871800	13.6	68	0	1.2
111871830	13.5	68	0	1.2
111871860	13.5	69	0	1.1
111871890	13.5	69	0	1
111871920	13.4	70	0	0.6
111871950	13.5	69	0	0.5
111871980	13.5	70	0	0.9
111872010	13.4	71	0	1.1
111872040	13.3	71	0	0.9
111872070	13.3	71	0	0.9
111872100	13.2	74	0	1
111872130	13	78	0	0.9
