min1800	t2m	rh	padavine	veter_hitrost
111769920	18.7	94	0	0.6
111769950	18.4	94	0	0.4
111769980	17.9	94	0	0.9
111770010	17.7	94	0	0.4
111770040	18	94	0	0.3
111770070	18.2	95	0	0.5
111770100	18.3	94	0	0.7
111770130	18.3	92	0	0.5
111770160	18.4	93	0	0.8
111770190	18.2	95	0	0.9
111770220	17.8	95	0	0.9
111770250	17.6	96	0	1
111770280	17.8	96	0	0.7
111770310	18	96	0	0.7
111770340	18.2	95	0	0.5
111770370	18.9	92	0	0.5
111770400	19.4	89	0	0.8
111770430	20.2	86	0	0.9
111770460	21.5	81	0	0.8
111770490	22.8	76	0	1
111770520	24	70	0	0.9
111770550	25.4	63	0	1.1
111770580	26	56	0	1.5
111770610	25.4	60	0	1.8
111770640	25.2	63	0	1.1
111770670	24.8	68	0	1.7
111770700	24.4	71	0	1.8
111770730	23.5	75	0	3.5
111770760	21	81	2.7	3.2
111770790	19.5	84	0.7	2.9
111770820	19.4	84	0	1.4
111770850	19.9	89	1.9	1.5
111770880	20.2	90	1.9	2.5
111770910	21	86	0	1.6
111770940	20.9	83	0	1.1
111770970	21	81	0	1.1
111771000	21.6	77	0	1.9
111771030	22.4	74	0	1.3
111771060	21.8	76	0	1.1
111771090	21	79	0	1.3
111771120	20.4	84	0	1.2
111771150	19.9	88	0	1.1
111771180	19.4	90	0	1.1
111771210	19.2	90	0	1.2
111771240	19	91	0	0.6
111771270	18.6	91	0	0.5
111771300	18.1	92	0	0.8
111771330	17.7	92	0	0.3
