min1800	t2m	rh	padavine	veter_hitrost
111981600	7.3	92	0	1.1
111981630	7.2	91	0	0.6
111981660	6.7	88	0	1.7
111981690	6.4	85	0	1.2
111981720	6.3	79	0	1.4
111981750	6.2	78	0	1.9
111981780	5.7	82	0	1.8
111981810	5.4	81	0	3.1
111981840	4.8	84	0.3	1.9
111981870	4.3	86	0.1	1.9
111981900	3.8	89	0	2.1
111981930	3.7	88	0	1.8
111981960	3.6	88	0	2.1
111981990	3.6	89	0	1.2
111982020	3.7	89	0	1.4
111982050	3.7	88	0	1.6
111982080	3.7	88	0	2
111982110	3.7	86	0	2
111982140	3.8	86	0	2.1
111982170	3.7	86	0	2
111982200	3.6	87	0	1.9
111982230	3.9	87	0	2
111982260	3.8	85	0	2.1
111982290	3.9	84	0	2.2
111982320	4.1	84	0	2.4
111982350	4	84	0	2.2
111982380	3.8	84	0	1.6
111982410	3.8	84	0	1.6
111982440	3.9	86	0.2	1.7
111982470	3.6	88	0	1.4
111982500	3.6	88	0	1
111982530	3.8	86	0	1.1
111982560	3.7	86	0	1.4
111982590	3.6	88	0.1	1.3
111982620	3.5	89	0	1.1
111982650	3.5	88	0.1	1.4
111982680	3.4	88	0.1	1.4
111982710	3.2	88	0.1	1.2
111982740	3.2	89	0.1	1
111982770	3.2	89	0.1	1.1
111982800	3.1	89	0	1.2
111982830	3.1	89	0	1.1
111982860	3.1	89	0	1.2
111982890	3.2	89	0	1.1
111982920	3.3	89	0	0.5
111982950	3.3	90	0	0.5
111982980	3.3	87	0	0.8
111983010	3.4	87	0	1.8
