min1800	t2m	rh	padavine	veter_hitrost
111978720	10.4	96	2.1	0.5
111978750	10.4	96	2.2	1.4
111978780	10.4	96	3.2	1.1
111978810	10.4	96	3.4	1.1
111978840	10.4	96	3.4	0.6
111978870	10.3	96	3.3	1.1
111978900	10.2	97	2.2	1.5
111978930	10.1	97	0.7	0.8
111978960	10.1	97	0.1	0.7
111978990	10.2	97	0	0.6
111979020	10.2	97	0	1.1
111979050	10.1	97	0	0.9
111979080	10.1	97	0	0.9
111979110	10.2	96	0	0.7
111979140	10.1	96	0	0.9
111979170	10.2	96	0	0.7
111979200	10.2	96	0	0.3
111979230	10.4	96	0	0.6
111979260	10.6	95	0.3	0.7
111979290	10.6	95	0.7	0.9
111979320	10.5	95	0.2	0.8
111979350	10.7	96	1.3	0.8
111979380	10.9	96	0.2	0.3
111979410	11.3	94	0	0.4
111979440	11.8	92	0	0.6
111979470	12.3	89	0.1	0.5
111979500	12.5	87	0	0.3
111979530	12.6	88	0	0.9
111979560	12.5	90	0	0.6
111979590	12.4	90	0	0.5
111979620	12.4	90	0	0.5
111979650	12.4	91	0.3	0.8
111979680	12.2	93	0.3	1.1
111979710	12	94	0	1.5
111979740	12.1	94	0	1.3
111979770	12.1	93	1.1	1.1
111979800	12.1	91	0.2	2
111979830	12	91	0.5	1.4
111979860	12	92	0.2	1.1
111979890	12.1	93	0.3	1
111979920	12.5	91	0.6	2.5
111979950	12.5	92	1.8	1.9
111979980	12.1	94	0.3	0.7
111980010	12.1	94	3	3.5
111980040	11.7	91	0.8	3.7
111980070	11	89	1.1	3.7
111980100	10.4	90	2.1	2.2
111980130	10.1	92	0	1.5
