min1800	t2m	rh	padavine	veter_hitrost
111791520	21.9	71	0	0.8
111791550	21.8	70	0	1.4
111791580	21.9	66	0	2
111791610	22	62	0	2.5
111791640	21.6	63	0	2.5
111791670	21.1	60	0	2.7
111791700	20.7	58	0	2.4
111791730	20.4	59	0	1.5
111791760	19.9	62	0	1.8
111791790	19.5	64	0	2.1
111791820	19.3	64	0	1.9
111791850	18.9	66	0	1.9
111791880	18	74	0.2	0.8
111791910	17.8	78	0	0.9
111791940	17.8	79	0	0.8
111791970	17.7	77	0.2	2.1
111792000	17.5	77	0	2.6
111792030	17.4	77	0	2.9
111792060	18	74	0	2.8
111792090	18.6	69	0	3.4
111792120	19	67	0	4.3
111792150	19.1	66	0	3.6
111792180	18.9	66	0	4
111792210	19.3	64	0	4.3
111792240	19.2	67	0	3.3
111792270	19.1	68	0	3.6
111792300	18.9	70	0	3
111792330	18.1	76	0.5	3.2
111792360	17.3	84	2.9	2.3
111792390	16.6	90	2.4	2.3
111792420	16.2	92	1	3.2
111792450	15.9	93	2.1	2.5
111792480	15.8	94	3.6	2.1
111792510	15.9	93	0.1	1.3
111792540	16.3	89	0	1
111792570	16.1	88	0	0.9
111792600	15.9	88	0	0.9
111792630	15.8	88	0	0.7
111792660	15.8	86	0	0.5
111792690	15.7	84	0	0.6
111792720	15.5	85	0	0.3
111792750	15.5	85	0	0.5
111792780	15.4	87	0	0.2
111792810	15.3	87	0	0.1
111792840	15.4	87	0	0.4
111792870	15.4	87	0	0.5
111792900	15.3	88	0	0.3
111792930	15.2	89	0	0.4
