min1800	t2m	rh	padavine	veter_hitrost
111839040	25.3	55	0	0.7
111839070	24.7	57	0	0.7
111839100	24.2	61	0	0.9
111839130	23.7	64	0	0.4
111839160	23.3	67	0	0.9
111839190	23.1	72	0	0.9
111839220	22.7	73	0	0.6
111839250	22.1	74	0	0.7
111839280	21.3	75	0	0.3
111839310	21.3	76	0	0.6
111839340	21.1	77	0	0.3
111839370	21.1	72	0	0.4
111839400	20.8	77	0	0.5
111839430	21.2	77	0	0.9
111839460	22.3	70	0	2.1
111839490	22.4	67	0	3.1
111839520	21	76	0	1.8
111839550	21.1	76	0	1.5
111839580	21.5	74	0	1.6
111839610	21.7	73	0.2	2
111839640	20.3	84	1.1	1.9
111839670	19.8	89	0.8	2.1
111839700	21.2	84	0	1.1
111839730	22.9	72	0	1
111839760	23.1	69	0	1.3
111839790	23.1	71	0	1.2
111839820	24.2	67	0	1.1
111839850	25.7	63	0	1.8
111839880	26.6	60	0	1.9
111839910	27.4	59	0	1.5
111839940	28.5	55	0	1.5
111839970	29.3	52	0	1.2
111840000	30.2	48	0	1
111840030	30.6	44	0	0.7
111840060	30.8	42	0	0.7
111840090	30.5	48	0	1.6
111840120	30.1	51	0	1.3
111840150	28.7	56	0	2
111840180	27.9	56	0	1.9
111840210	27	59	0	1.5
111840240	25.9	67	0	1.1
111840270	25	71	0	0.2
111840300	24.2	74	0	0.5
111840330	23.6	77	0	0.3
111840360	23	79	0	0.4
111840390	22.5	79	0	0.6
111840420	22.2	82	0	0.5
111840450	21.9	84	0	0.8
