min1800	t2m	rh	padavine	veter_hitrost
111756960	17.6	72	0	1.3
111756990	17.4	74	0	1.3
111757020	17	75	0	0.7
111757050	16.6	77	0	0.8
111757080	16.2	79	0	0.6
111757110	15.9	82	0	0.5
111757140	15.4	84	0	0.3
111757170	15.2	85	0	0.4
111757200	14.8	85	0	0.2
111757230	14.7	85	0	0.4
111757260	14.5	86	0	0.7
111757290	14.5	87	0	0.6
111757320	15.5	83	0	0.3
111757350	16.7	78	0	0.3
111757380	17.5	75	0	0.3
111757410	18.5	70	0	0.6
111757440	19.4	64	0	0.9
111757470	20.1	66	0	1.2
111757500	21	62	0	1
111757530	21.9	56	0	1.5
111757560	22.7	52	0	1.7
111757590	23.5	48	0	1.8
111757620	24.4	43	0	2
111757650	25.2	44	0	2.2
111757680	25.5	43	0	2.3
111757710	26	41	0	2
111757740	26.5	41	0	2.2
111757770	26.9	39	0	1.7
111757800	26.9	38	0	1.7
111757830	27.4	38	0	1.7
111757860	27.7	39	0	1.9
111757890	27.8	39	0	2.3
111757920	27.3	40	0	2.2
111757950	27.6	40	0	2.5
111757980	27.4	42	0	2
111758010	27.7	42	0	2.3
111758040	27.4	42	0	3
111758070	26.8	43	0	2.4
111758100	26	46	0	2.1
111758130	25.2	49	0	1.4
111758160	24.5	50	0	1.1
111758190	23.8	52	0	0.8
111758220	23	56	0	0.4
111758250	22.4	59	0	0.7
111758280	21.8	62	0	0.5
111758310	20.9	68	0	0.6
111758340	20.4	70	0	0.4
111758370	19.8	73	0	0.4
