min1800	t2m	rh	padavine	veter_hitrost
111625920	10.2	49	0	2.1
111625950	9.7	50	0	1.6
111625980	8.9	53	0	1.2
111626010	8.1	57	0	0.6
111626040	7.5	60	0	0.3
111626070	7.2	62	0	0.3
111626100	7.1	63	0	0.3
111626130	6.7	66	0	0.2
111626160	6.4	67	0	0.2
111626190	6.3	68	0	0.6
111626220	6.1	70	0	0.3
111626250	5.7	72	0	0.5
111626280	5.2	74	0	0.2
111626310	5.1	75	0	0.3
111626340	6.1	70	0	0.4
111626370	7.7	61	0	0.5
111626400	9	58	0	0.7
111626430	10.1	58	0	1.1
111626460	11	53	0	1.1
111626490	12.7	49	0	1.1
111626520	14.5	46	0	1.2
111626550	16	42	0	0.9
111626580	16.8	40	0	1.1
111626610	17.8	37	0	0.8
111626640	18.6	35	0	1.1
111626670	19.6	34	0	1.3
111626700	20.2	33	0	1.4
111626730	21	31	0	1.1
111626760	21.7	29	0	1.4
111626790	22.1	28	0	1.5
111626820	22.5	27	0	1.9
111626850	22.7	27	0	1.5
111626880	22.8	26	0	1.5
111626910	22.7	26	0	1.8
111626940	22.5	26	0	1.1
111626970	22	27	0	1.4
111627000	21.1	29	0	1.4
111627030	20	34	0	1.1
111627060	19	36	0	2.3
111627090	18.1	34	0	2.5
111627120	17.2	35	0	2.3
111627150	16.5	37	0	2.9
111627180	16	38	0	3.1
111627210	15.3	39	0	2.7
111627240	15.1	40	0	1.2
111627270	14.2	43	0	1.2
111627300	12.9	51	0	0.8
111627330	11.7	57	0	0.4
