min1800	t2m	rh	padavine	veter_hitrost
111781440	17.9	70	0	0.5
111781470	17.6	72	0	0.5
111781500	17.7	73	0	0.1
111781530	17.7	76	0	0.1
111781560	17.2	78	0	0.5
111781590	16.7	80	0	0.7
111781620	16.2	82	0	0.1
111781650	15.8	85	0	0
111781680	15.9	88	0	1.1
111781710	15.8	88	0	1.2
111781740	15.5	89	0	0.7
111781770	15.7	89	0	0.3
111781800	16.6	85	0	0.2
111781830	17	84	0	0.5
111781860	17.9	80	0	0.1
111781890	19.2	74	0	0.3
111781920	20	71	0	0.7
111781950	20.8	68	0	0.4
111781980	21.9	66	0	0.8
111782010	22.9	62	0	0.7
111782040	24.3	60	0	1.4
111782070	25.4	59	0	1.7
111782100	25.8	56	0	2
111782130	26.6	53	0	2.7
111782160	26.7	51	0	2.5
111782190	26.5	50	0	1.5
111782220	26.7	49	0	1.8
111782250	26.9	48	0	2.8
111782280	27.6	48	0	3.4
111782310	27.7	48	0	3.5
111782340	28	48	0	3.1
111782370	28	49	0	3
111782400	27.9	50	0	3
111782430	28	50	0	3.5
111782460	27.4	52	0	2.5
111782490	28	51	0	1.9
111782520	28.1	51	0	1.9
111782550	27.9	52	0	0.8
111782580	27.2	54	0	0.5
111782610	26.5	56	0	1.5
111782640	25.1	65	0	1.9
111782670	24.7	68	0	2.2
111782700	24.4	68	0	2.3
111782730	24.1	68	0	1.9
111782760	22.6	71	0	1.9
111782790	22.1	74	0	2.3
111782820	21.2	75	0	3.5
111782850	20.1	72	0	4.3
