min1800	t2m	rh	padavine	veter_hitrost
111892320	14.5	85	0	0.7
111892350	14.4	86	0	1.2
111892380	14.4	87	0	0.6
111892410	14.2	87	0	0.9
111892440	14	88	0	0.9
111892470	13.9	89	0	0.6
111892500	13.8	90	0	0.5
111892530	13.8	90	0	0.3
111892560	13.7	91	0	0.7
111892590	13.5	91	0	1.1
111892620	13.5	92	0	0.9
111892650	13.5	92	0	0.5
111892680	13.4	91	0	0.3
111892710	13.3	92	0	0.2
111892740	13.5	92	0	0.7
111892770	13.5	91	0	1.1
111892800	13.8	90	0	0.9
111892830	14.6	87	0	0.8
111892860	15.9	81	0	0.7
111892890	16	78	0	0.3
111892920	16.4	78	0	0.7
111892950	16.9	76	0	1.1
111892980	17.4	74	0	0.7
111893010	18.5	72	0	0.8
111893040	18.8	70	0	0.9
111893070	19.1	70	0	0.7
111893100	20	69	0	0.9
111893130	21.2	65	0	1
111893160	21.9	63	0	0.6
111893190	22	64	0	0.7
111893220	22.1	64	0	0.7
111893250	22	66	0	1.1
111893280	21.4	69	0	0.6
111893310	21.2	72	0	0.7
111893340	20.9	73	0	1.1
111893370	20.6	74	0	1.2
111893400	20.1	76	0	0.9
111893430	19.8	81	0.1	0.6
111893460	19.3	85	0	0.9
111893490	18.9	88	0	0.6
111893520	18.7	89	0	0.4
111893550	18.6	90	0	0.8
111893580	18.1	91	0	0.8
111893610	17.6	93	0	1.3
111893640	17.1	94	0	0.2
111893670	16.9	95	0	0.4
111893700	17	96	0	0.6
111893730	16.9	96	0	0.6
