min1800	t2m	rh	padavine	veter_hitrost
111899520	13.5	96	0	0.5
111899550	13.2	96	0	0.4
111899580	13.1	97	0	0.5
111899610	13.2	98	0	0.3
111899640	13.3	98	0	0.2
111899670	13.3	98	0	0.2
111899700	13.3	98	0	0.3
111899730	13.2	98	0	0.6
111899760	13.2	98	0	0.7
111899790	13.1	98	0	0.6
111899820	13.1	98	0	0.9
111899850	12.8	98	0	1.1
111899880	12.6	98	0	1.2
111899910	12.6	98	0	1.3
111899940	12.6	98	0	1.1
111899970	12.7	98	0	0.9
111900000	12.8	97	0	1
111900030	13.4	95	0	0.4
111900060	14	92	0	0.4
111900090	14.7	90	0	0.7
111900120	15	89	0	0.5
111900150	16.4	85	0	0.5
111900180	16.8	82	0	0.9
111900210	17.2	81	0	0.9
111900240	18.2	78	0	1.2
111900270	19.7	70	0	2.7
111900300	20.2	67	0	3
111900330	20.3	64	0	3.9
111900360	19.9	64	0	4.1
111900390	19.5	64	0	4.3
111900420	20.3	61	0	4
111900450	20.3	62	0	4.6
111900480	20.6	62	0	4.3
111900510	20.2	61	0	3.7
111900540	19.5	63	0	2.5
111900570	19	64	0	2.8
111900600	18.8	65	0	3.2
111900630	18.7	65	0	3.5
111900660	18.2	68	0	2.2
111900690	17.8	70	0	2.4
111900720	17.3	72	0	1.9
111900750	16.6	75	0	1.6
111900780	16.2	78	0	1.9
111900810	16.3	78	0	2
111900840	16.3	79	0	2.8
111900870	16.3	79	0	2.1
111900900	16.1	81	0	1.9
111900930	16.2	80	0	2
